,isHomeTeam,LineBackers,Safeties,Quarter,PlayerHeightInches,StadiumTypeCode,TurfCode,OffensiveGuards,DefensiveEnds,Y,S,DefensiveTackles,Age,IsPossTeamInLead,Down,TimeSnapDiff,YardsToTouchdown,A,TightEnds,DefendersInTheBox,Cornerbacks,isPlayDirectionLeft,Distance,NoseTackles,Season,HomeScoreBeforePlay,isFirstDown,Centers
4163,0,3,2,3,72,3,2,2,1,24.25,3.1,3,29,0,1,1.0,77,2.72,2,7,2,1,10,0,2017,0,0,1
4164,0,4,2,3,73,3,2,2,1,25.5,4.12,2,24,0,1,2.0,60,3.02,2,8,2,1,10,0,2017,0,0,1
4165,0,4,2,3,73,3,2,2,0,28.37,3.5,2,24,0,2,1.0,58,2.89,1,6,3,1,8,0,2017,0,1,1
4166,1,2,2,3,72,3,2,2,2,28.98,3.35,2,21,1,1,1.0,75,1.38,1,7,3,0,10,0,2017,0,0,1
4167,0,3,2,3,72,3,2,2,2,21.99,3.76,3,29,0,1,2.0,94,2.91,2,8,1,1,10,0,2017,0,0,1
4168,0,3,2,3,72,3,2,2,2,31.4,2.53,1,29,0,3,1.0,86,2.37,1,7,3,1,2,0,2017,0,0,1
4169,0,4,2,4,72,3,2,2,0,26.06,4.48,3,29,0,1,1.0,70,3.73,1,7,2,0,10,0,2017,0,0,1
4170,0,4,2,4,71,3,2,2,0,30.03,3.54,2,25,0,2,1.0,64,3.27,1,7,3,0,4,0,2017,0,0,1
4171,1,3,2,4,72,3,2,2,1,21.97,2.64,2,21,1,1,1.0,72,2.64,1,6,3,1,10,0,2017,0,0,1
4172,1,3,2,4,72,3,2,2,1,31.25,2.91,2,21,1,2,0.0,65,2.96,1,6,3,1,3,0,2017,0,1,1
4173,0,3,2,4,73,3,2,2,1,31.91,4.15,3,24,0,2,1.0,67,3.41,1,8,2,0,10,0,2017,0,1,1
4174,0,3,2,4,71,3,2,2,1,27.86,4.42,3,25,0,1,1.0,46,3.49,1,7,2,0,10,0,2017,0,0,1
4175,0,3,2,4,72,3,2,2,1,23.1,2.2,3,29,0,2,1.0,40,2.16,1,8,2,0,4,0,2017,0,1,1
4176,0,3,2,4,71,3,2,2,1,23.7,3.67,3,25,0,1,1.0,33,2.67,1,7,2,0,10,0,2017,0,0,1
4177,0,3,2,4,72,3,2,2,1,31.41,3.1,3,29,0,2,1.0,37,2.08,1,8,2,0,14,0,2017,0,0,1
4178,0,3,2,4,73,3,2,2,1,31.16,3.55,2,24,0,3,1.0,36,3.7,1,5,3,0,13,0,2017,0,0,1
4179,1,3,2,4,70,3,2,2,1,22.3,2.72,2,24,1,1,1.0,77,2.91,1,7,3,1,10,0,2017,0,0,1
4180,0,3,2,1,73,1,1,2,1,28.79,4.44,3,32,0,1,2.0,61,2.07,2,8,2,1,10,0,2017,0,0,1
4181,0,3,2,1,73,1,1,2,1,29.76,3.93,3,32,0,2,2.0,60,2.13,2,8,2,1,9,0,2017,0,0,1
4182,0,4,2,1,73,1,1,2,1,29.11,4.35,2,32,0,1,2.0,22,2.71,2,7,2,1,10,0,2017,0,0,1
4183,1,3,3,1,73,1,1,2,1,32.76,4.66,2,23,0,1,1.0,78,3.26,1,7,2,0,10,0,2017,0,1,1
4184,1,4,2,1,73,1,1,2,0,27.73,3.33,3,23,0,1,2.0,39,1.22,2,8,2,0,10,0,2017,0,0,1
4185,1,3,3,1,73,1,1,2,1,19.72,3.28,2,23,0,1,1.0,27,3.0,1,7,2,0,10,0,2017,0,0,1
4186,1,4,3,1,73,1,1,2,0,22.34,4.52,2,23,0,1,1.0,11,3.08,1,7,2,0,10,0,2017,0,0,1
4187,0,3,2,1,73,1,1,2,1,24.73,4.49,3,32,1,1,1.0,63,2.6,2,8,2,1,10,0,2017,3,0,1
4188,0,3,2,1,73,1,1,2,1,29.99,4.03,3,32,1,2,1.0,57,2.63,2,8,2,1,4,0,2017,3,0,1
4189,1,4,2,1,73,1,1,2,1,22.18,3.76,2,23,0,1,1.0,76,2.69,2,8,2,0,10,0,2017,3,0,1
4190,1,3,3,2,73,1,1,2,1,28.75,4.9,2,23,0,1,2.0,65,3.34,1,7,2,1,10,0,2017,3,0,1
4191,1,3,3,2,73,1,1,2,1,25.77,4.27,2,23,0,1,1.0,20,2.42,1,7,2,1,10,0,2017,3,0,1
4192,0,4,1,2,73,1,1,2,1,26.68,4.93,2,32,1,1,2.0,34,2.47,1,7,3,0,10,0,2017,6,0,1
4193,1,3,3,2,73,1,1,2,1,26.78,2.56,2,23,0,1,1.0,18,1.37,1,6,2,1,10,0,2017,6,1,1
4194,0,3,2,2,73,1,1,2,1,28.44,4.64,3,32,1,1,1.0,75,0.91,2,7,2,0,10,0,2017,13,0,1
4195,0,3,2,2,73,1,1,2,1,27.96,3.89,3,32,1,2,1.0,75,2.3,2,7,2,0,10,0,2017,13,0,1
4196,1,4,3,2,73,1,1,2,0,28.85,2.51,2,23,0,1,1.0,88,1.5,1,6,2,1,10,0,2017,13,0,1
4197,1,3,3,3,73,1,1,2,1,25.5,3.9,2,23,0,1,1.0,79,1.85,1,7,2,1,10,0,2017,23,0,1
4198,1,3,3,3,73,1,1,2,1,20.65,5.14,2,23,0,2,1.0,55,1.93,1,7,2,1,6,0,2017,23,0,1
4199,1,3,3,3,73,1,1,2,1,21.63,4.67,2,23,0,1,1.0,20,2.13,1,7,2,1,10,0,2017,23,0,1
4200,0,3,2,3,73,1,1,2,1,25.81,4.17,3,32,1,1,1.0,75,1.01,2,7,2,0,10,0,2017,26,0,1
4201,0,3,2,3,73,1,1,2,1,22.96,3.66,3,32,1,2,2.0,69,3.35,2,8,2,0,4,0,2017,26,0,1
4202,1,3,3,3,73,1,1,2,1,26.08,5.39,2,23,0,1,1.0,85,2.83,1,6,2,1,10,0,2017,26,0,1
4203,1,4,2,3,73,1,1,2,1,30.79,3.48,2,23,0,2,1.0,80,4.83,2,7,2,1,5,0,2017,26,1,1
4204,1,4,2,3,71,1,1,2,1,26.35,4.32,2,24,0,1,2.0,72,0.9,2,7,2,1,10,0,2017,26,0,1
4205,1,4,3,3,71,1,1,1,0,29.83,4.04,2,24,0,2,1.0,70,2.17,1,7,2,1,8,0,2017,26,0,1
4206,1,4,3,3,73,1,1,2,0,23.3,3.73,2,23,0,1,2.0,56,1.84,1,7,2,1,10,0,2017,26,0,1
4207,1,3,3,3,73,1,1,2,1,25.63,4.68,2,23,0,1,1.0,42,1.12,1,7,2,1,10,0,2017,26,0,1
4208,1,3,3,3,73,1,1,2,1,28.85,4.27,2,23,0,1,1.0,22,2.35,1,7,2,1,10,0,2017,26,0,1
4209,1,3,3,4,73,1,1,2,1,25.35,3.54,2,23,0,1,1.0,80,1.1,1,7,2,0,10,0,2017,26,0,1
4210,1,3,3,4,73,1,1,2,1,27.81,4.1,2,23,0,2,1.0,78,1.13,1,8,2,0,8,0,2017,26,0,1
4211,1,4,3,4,71,1,1,2,0,29.57,3.57,2,24,0,2,2.0,61,1.7,1,7,2,0,10,0,2017,26,0,1
4212,1,4,2,4,73,1,1,2,0,21.99,4.04,3,23,0,1,1.0,45,0.43,2,8,2,0,10,0,2017,26,0,1
4213,1,5,4,4,71,1,1,2,0,24.22,4.78,0,24,0,3,1.0,44,3.57,1,5,2,0,9,0,2017,26,1,1
4214,1,3,3,4,71,1,1,2,1,27.94,3.68,2,24,0,1,1.0,33,1.72,1,7,2,0,10,0,2017,26,0,1
4215,1,4,3,4,71,1,1,2,0,30.26,3.93,2,24,0,3,1.0,29,3.11,1,6,2,0,6,0,2017,26,1,1
4216,1,4,3,4,71,1,1,2,0,25.28,4.74,2,24,0,1,2.0,18,2.47,1,7,2,0,10,0,2017,26,1,1
4217,1,4,3,4,71,1,1,2,0,26.61,3.18,2,24,0,1,1.0,8,0.86,1,7,2,0,8,0,2017,26,0,1
4218,1,4,3,4,73,1,1,2,0,27.29,4.32,2,23,0,2,1.0,20,1.38,1,7,2,0,20,0,2017,26,0,1
4219,1,3,3,4,71,1,1,2,1,25.95,4.42,2,24,0,1,1.0,51,1.8,1,7,2,0,10,0,2017,33,0,1
4220,1,3,3,4,71,1,1,2,1,28.38,3.85,2,24,0,2,1.0,50,1.72,1,7,2,0,9,0,2017,33,0,1
4221,1,3,3,4,71,1,1,2,1,23.44,5.7,2,24,0,3,1.0,48,0.42,1,7,2,0,7,0,2017,33,1,1
4222,0,4,2,1,70,1,1,2,1,22.13,3.05,2,23,0,1,1.0,44,2.12,2,7,2,0,10,0,2017,0,0,1
4223,1,4,2,1,72,1,1,1,2,26.11,4.66,0,24,1,1,1.0,50,2.62,2,8,2,1,10,1,2017,0,0,1
4224,1,3,2,1,72,1,1,1,3,24.07,3.88,0,24,1,2,1.0,51,2.88,1,7,3,1,11,0,2017,0,1,1
4225,0,4,2,1,74,1,1,2,1,28.17,3.51,2,31,0,1,1.0,80,1.57,2,7,2,0,10,0,2017,7,0,1
4226,0,4,2,1,70,1,1,2,1,28.83,3.88,2,29,0,2,2.0,80,2.13,1,7,2,0,10,0,2017,7,0,1
4227,1,4,2,1,72,1,1,1,2,25.02,2.53,0,24,0,1,1.0,72,0.23,2,8,2,1,10,1,2017,7,0,1
4228,1,3,2,1,72,1,1,1,3,30.1,1.58,0,24,0,2,1.0,81,2.13,1,7,3,1,19,0,2017,7,0,1
4229,1,3,2,1,71,1,1,1,3,30.63,3.27,0,25,0,3,1.0,80,2.03,1,7,3,1,18,0,2017,7,0,1
4230,0,2,2,1,70,1,1,2,2,30.47,2.88,2,23,0,2,1.0,75,1.92,1,6,3,0,10,0,2017,7,0,1
4231,0,3,2,1,70,1,1,2,1,32.29,4.0,2,23,0,1,2.0,61,1.94,1,7,3,0,10,0,2017,7,0,1
4232,1,4,2,1,72,1,1,1,2,33.76,5.11,1,24,1,2,1.0,72,2.33,3,7,1,1,10,1,2017,7,0,1
4233,1,3,2,2,72,1,1,1,3,23.27,4.12,0,24,1,1,1.0,66,2.14,1,7,3,0,20,0,2017,7,0,1
4234,0,3,2,2,74,1,1,2,2,24.4,2.94,2,31,0,1,2.0,79,3.11,2,8,2,1,10,0,2017,7,0,1
4235,1,3,2,2,71,1,1,1,3,23.34,3.35,0,25,1,2,1.0,61,1.59,1,7,3,0,1,0,2017,7,0,1
4236,1,5,2,2,72,1,1,1,2,29.15,3.78,1,24,1,3,2.0,61,2.27,2,9,1,0,1,1,2017,7,1,1
4237,1,4,2,2,72,1,1,1,2,25.85,5.06,1,24,1,1,1.0,58,3.53,2,8,2,0,10,0,2017,7,0,1
4238,1,4,2,2,72,1,1,1,1,34.76,5.86,1,24,1,1,1.0,32,4.13,2,8,2,0,14,1,2017,7,0,1
4239,1,4,2,2,72,1,1,1,1,30.6,3.29,0,24,1,2,1.0,8,2.5,1,7,3,0,2,1,2017,7,1,1
4240,0,4,2,2,70,1,1,2,1,20.53,4.47,2,29,0,1,1.0,75,2.34,2,7,2,1,10,0,2017,14,0,1
4241,0,3,2,2,70,1,1,2,1,20.7,5.32,2,29,0,2,2.0,74,3.92,1,7,3,1,9,0,2017,14,1,1
4242,1,4,2,2,72,1,1,1,2,24.97,3.47,1,24,0,1,1.0,95,0.1,2,8,2,0,10,0,2017,14,0,1
4243,0,4,1,2,70,1,1,4,2,23.42,3.65,3,29,0,1,1.0,1,2.3,2,10,0,1,1,0,2017,14,0,1
4244,1,3,2,3,72,1,1,1,3,23.45,4.33,0,24,1,1,1.0,78,3.7,1,7,3,1,10,0,2017,14,0,1
4245,1,3,2,3,72,1,1,1,3,30.61,3.44,0,24,1,2,1.0,72,2.36,1,7,3,1,4,0,2017,14,0,1
4246,1,3,2,3,72,1,1,1,3,27.13,5.5,0,24,1,1,1.0,55,3.86,1,7,3,1,10,0,2017,14,0,1
4247,1,3,2,3,72,1,1,1,3,24.61,3.68,0,24,1,2,2.0,60,2.98,1,7,3,1,15,0,2017,14,0,1
4248,0,4,2,3,70,1,1,2,1,33.11,5.17,2,29,0,1,1.0,80,3.86,2,6,2,0,10,0,2017,14,0,1
4249,0,2,2,3,74,1,1,2,2,29.34,2.93,2,31,0,1,1.0,69,2.71,1,5,3,0,20,0,2017,14,0,1
4250,1,4,2,3,72,1,1,2,2,32.74,3.99,0,24,1,1,2.0,44,2.54,1,7,3,1,10,0,2017,14,0,1
4251,0,2,2,3,74,1,1,2,2,33.17,1.69,2,31,0,1,1.0,45,2.05,1,6,3,0,10,0,2017,14,0,1
4252,0,4,2,3,70,1,1,2,1,33.01,4.47,2,29,0,1,1.0,33,2.84,2,8,2,0,10,0,2017,14,1,1
4253,0,3,2,3,70,1,1,2,1,30.57,3.68,2,29,0,1,1.0,11,2.48,1,6,3,0,10,0,2017,14,0,1
4254,1,4,2,3,72,1,1,2,1,30.87,3.48,0,24,1,1,1.0,60,2.62,1,7,3,1,10,1,2017,14,0,1
4255,1,4,2,3,72,1,1,2,1,35.27,3.55,0,24,1,2,1.0,55,2.1,1,6,3,1,5,1,2017,14,0,1
4256,0,3,2,4,70,1,1,2,2,28.88,4.3,2,29,0,1,2.0,88,2.66,2,8,2,1,15,0,2017,14,0,1
4257,0,3,2,4,74,1,1,2,1,30.27,2.69,2,31,0,3,2.0,92,2.34,1,5,3,1,19,0,2017,14,0,1
4258,1,3,2,4,72,1,1,2,3,27.29,4.52,0,24,1,2,2.0,49,2.13,1,6,3,0,10,0,2017,21,0,1
4259,0,2,2,4,74,1,1,2,2,21.6,4.08,2,31,0,1,1.0,75,2.75,1,6,3,1,10,0,2017,28,1,1
4260,0,2,2,4,70,1,1,2,2,21.09,4.22,2,29,0,1,1.0,64,1.35,1,7,3,1,10,0,2017,28,0,1
4261,0,3,2,4,74,1,1,2,2,27.14,4.34,2,31,0,2,1.0,63,2.85,2,7,2,1,9,0,2017,28,0,1
4262,1,4,2,4,72,1,1,2,2,27.07,4.54,0,24,0,1,1.0,75,2.58,1,7,3,0,10,0,2017,28,0,1
4263,1,4,2,4,72,1,1,2,2,27.02,3.26,0,24,0,1,1.0,27,0.66,2,8,2,0,10,1,2017,28,0,1
4264,1,4,2,4,72,1,1,2,2,30.03,2.05,0,24,0,2,0.0,30,2.17,1,6,2,0,13,1,2017,28,0,1
4265,1,3,2,4,72,1,1,2,3,29.3,3.91,0,24,0,3,2.0,26,2.57,1,6,3,0,9,0,2017,28,0,1
4266,0,3,2,1,70,2,2,1,2,25.37,3.65,2,23,0,1,1.0,75,2.85,2,6,2,1,10,0,2017,0,0,1
4267,0,3,2,1,70,2,2,1,2,25.08,3.42,1,23,0,1,1.0,65,2.31,2,7,2,1,10,1,2017,0,0,1
4268,0,3,2,1,70,2,2,1,2,26.29,5.08,1,23,0,2,2.0,36,3.98,2,7,2,1,8,1,2017,0,0,1
4269,1,4,2,1,75,2,2,2,1,26.64,3.08,2,27,1,1,1.0,75,1.94,2,8,2,0,10,0,2017,0,0,0
4270,1,4,3,1,69,2,2,2,0,21.61,3.59,2,25,1,2,1.0,62,2.97,1,7,2,0,10,0,2017,0,0,0
4271,1,4,3,1,69,2,2,2,0,30.24,3.5,1,25,1,1,1.0,45,2.4,1,7,2,0,10,1,2017,0,0,0
4272,1,4,3,1,69,2,2,2,0,28.35,3.07,1,25,1,2,1.0,44,1.8,1,8,2,0,9,1,2017,0,0,0
4273,1,4,2,1,75,2,2,2,1,26.99,5.19,1,27,1,1,2.0,40,3.81,2,8,2,0,10,1,2017,0,0,0
4274,0,3,2,1,72,2,2,1,2,25.7,2.02,1,26,0,1,2.0,75,2.45,2,6,2,1,10,1,2017,3,0,1
4275,0,3,2,1,70,2,2,1,2,20.57,5.1,1,23,0,1,1.0,59,3.03,2,7,2,1,10,1,2017,3,0,1
4276,1,4,3,1,75,2,2,2,0,23.01,2.79,1,27,0,1,1.0,71,2.72,1,7,2,0,10,1,2017,3,0,0
4277,1,4,2,2,75,2,2,2,1,27.92,3.77,2,27,0,1,2.0,51,2.87,2,8,2,1,10,0,2017,3,0,0
4278,1,4,2,2,75,2,2,2,1,27.55,4.78,2,27,0,2,1.0,43,3.29,2,6,2,1,2,0,2017,3,1,0
4279,0,3,2,2,70,2,2,1,2,26.8,2.47,1,23,1,2,1.0,42,2.04,1,7,2,0,10,1,2017,6,0,1
4280,1,4,3,2,69,2,2,2,0,29.13,4.46,2,25,0,1,2.0,75,3.49,1,8,2,1,10,0,2017,6,0,0
4281,0,2,2,2,72,2,2,1,2,33.23,5.44,1,26,0,1,1.0,75,3.6,2,7,3,0,10,1,2017,6,0,1
4282,1,4,2,2,75,2,2,2,1,25.54,3.28,1,27,0,1,1.0,84,2.64,1,7,2,1,10,1,2017,6,0,0
4283,1,4,2,2,75,2,2,2,1,29.07,3.34,1,27,0,1,1.0,72,1.63,2,7,2,1,10,1,2017,6,0,0
4284,1,4,2,2,69,2,2,2,1,23.21,3.08,2,25,0,2,1.0,47,2.65,1,8,2,1,2,0,2017,6,1,0
4285,1,4,2,2,75,2,2,2,1,23.28,3.88,2,27,0,1,1.0,43,3.26,2,7,2,1,10,0,2017,6,0,0
4286,1,4,3,2,69,2,2,2,0,24.4,3.38,2,25,0,2,1.0,36,2.39,1,8,2,1,3,0,2017,6,0,0
4287,1,4,2,2,69,2,2,2,1,23.28,3.07,2,25,0,1,1.0,33,2.33,2,6,2,1,10,0,2017,6,0,0
4288,0,2,2,2,72,2,2,1,3,30.73,2.58,1,26,1,1,1.0,83,2.69,1,6,3,0,10,0,2017,9,0,1
4289,0,2,2,2,72,2,2,1,3,28.37,2.32,1,26,1,3,1.0,63,2.61,1,5,3,0,1,0,2017,9,1,1
4290,1,4,3,3,75,2,2,3,0,30.14,3.84,2,27,0,1,2.0,75,1.42,1,7,2,0,10,0,2017,9,1,0
4291,1,4,2,3,75,2,2,3,1,23.29,4.53,2,27,0,1,1.0,27,3.68,2,7,2,0,10,0,2017,9,0,0
4292,1,4,2,3,75,2,2,3,1,24.67,3.16,2,27,0,2,1.0,18,2.33,2,8,2,0,1,0,2017,9,0,0
4293,1,4,2,3,69,2,2,3,0,29.06,3.42,1,25,0,3,1.0,30,3.02,1,6,4,0,13,0,2017,9,0,0
4294,0,2,2,3,70,2,2,1,2,30.22,3.84,2,23,1,2,1.0,76,3.54,1,7,3,1,10,0,2017,12,0,1
4295,1,4,3,3,75,2,2,3,0,24.71,4.15,2,27,0,1,1.0,29,3.48,1,7,2,0,10,0,2017,12,1,0
4296,0,3,2,3,70,2,2,1,2,31.15,3.08,1,23,1,1,1.0,56,2.42,2,8,2,1,10,1,2017,18,0,1
4297,0,3,2,3,70,2,2,1,2,25.69,3.14,1,23,1,2,2.0,48,1.56,2,7,2,1,2,1,2017,18,1,1
4298,0,3,2,3,70,2,2,1,2,23.27,3.66,1,23,1,1,1.0,44,3.69,2,7,2,1,10,1,2017,18,0,1
4299,0,3,2,3,72,2,2,1,2,25.34,3.83,1,26,1,3,1.0,36,2.84,1,8,2,1,2,1,2017,18,1,2
4300,1,4,2,3,75,2,2,3,1,29.4,3.3,1,27,0,1,1.0,77,1.47,2,7,2,0,10,1,2017,18,0,0
4301,1,4,2,3,69,2,2,3,1,28.73,2.8,1,25,0,3,1.0,68,1.8,1,7,2,0,1,1,2017,18,0,0
4302,0,3,2,3,70,2,2,1,2,29.06,5.87,2,23,1,1,2.0,79,2.07,2,7,2,1,10,0,2017,18,0,1
4303,1,4,2,4,69,2,2,3,1,25.86,3.2,1,25,0,1,2.0,22,2.65,1,7,2,1,10,1,2017,18,0,0
4304,1,4,2,4,69,2,2,3,1,27.7,3.66,2,25,0,2,2.0,18,2.27,2,8,2,1,6,0,2017,18,0,0
4305,0,2,2,4,72,2,2,1,2,23.26,2.98,1,26,1,1,1.0,55,2.11,1,6,3,0,10,1,2017,21,0,1
4306,1,4,2,4,75,2,2,3,1,27.44,4.71,2,27,0,1,1.0,78,3.06,1,7,2,1,10,0,2017,21,0,0
4307,1,4,2,4,75,2,2,3,1,23.27,3.97,2,27,0,1,1.0,67,3.01,2,7,2,1,10,0,2017,21,0,0
4308,1,4,2,4,69,2,2,3,1,26.22,3.9,2,25,0,2,2.0,63,3.27,2,8,2,1,6,0,2017,21,0,0
4309,1,4,2,4,75,2,2,3,1,30.38,3.61,1,27,0,1,2.0,39,2.76,2,8,2,1,10,1,2017,21,0,0
4310,1,4,2,4,69,2,2,3,0,27.65,3.91,1,25,0,2,2.0,40,2.29,1,6,3,1,11,1,2017,21,0,0
4311,1,4,2,4,75,2,2,3,1,31.84,3.43,1,27,0,1,1.0,20,2.04,2,7,2,1,10,1,2017,21,0,0
4312,1,4,2,4,75,2,2,3,1,30.47,3.04,1,27,0,2,1.0,20,2.49,2,7,2,1,10,1,2017,21,0,0
4313,1,4,3,4,69,2,2,3,0,30.76,4.02,1,25,0,3,2.0,19,3.26,1,7,3,1,9,0,2017,21,0,0
4314,1,3,2,1,73,1,1,3,2,26.3,5.44,2,25,0,2,1.0,73,3.55,1,7,2,0,8,0,2017,0,0,1
4315,1,2,2,1,73,1,1,3,2,24.99,3.23,2,25,0,1,1.0,31,2.37,1,6,3,0,10,0,2017,0,0,1
4316,1,3,2,1,73,1,1,3,2,31.57,3.07,2,25,0,2,2.0,23,2.47,2,7,2,0,2,0,2017,0,1,1
4317,1,3,2,1,73,1,1,3,2,24.74,4.81,2,25,0,1,2.0,20,3.64,2,7,2,0,10,0,2017,0,1,1
4318,1,3,2,1,73,1,1,3,2,20.85,3.81,2,25,0,1,1.0,9,1.61,1,7,2,0,9,0,2017,0,0,1
4319,0,4,2,1,73,1,1,2,1,20.78,4.18,1,25,1,1,2.0,83,2.81,2,7,2,1,10,1,2017,7,0,1
4320,0,4,2,1,73,1,1,2,1,27.6,4.8,1,25,1,1,2.0,63,2.72,1,6,3,1,10,0,2017,7,0,1
4321,0,4,2,1,73,1,1,2,1,26.2,3.82,1,25,1,1,1.0,53,2.1,2,8,2,1,10,1,2017,7,0,1
4322,1,3,2,1,73,1,1,3,2,28.17,3.36,2,25,0,1,2.0,90,2.05,2,8,2,0,10,0,2017,7,0,1
4323,1,3,2,1,73,1,1,3,2,28.71,3.53,2,25,0,2,2.0,87,1.9,2,7,2,0,7,0,2017,7,0,1
4324,1,2,2,1,73,1,1,3,2,25.12,2.79,2,25,0,1,1.0,75,2.07,1,6,3,0,10,0,2017,7,0,1
4325,1,2,2,2,73,1,1,3,2,24.59,3.82,2,22,0,1,2.0,64,2.67,1,6,3,1,10,0,2017,7,0,1
4326,1,2,2,2,73,1,1,3,2,32.9,1.7,2,25,0,1,1.0,79,1.89,1,6,3,1,10,0,2017,14,0,1
4327,1,3,2,2,73,1,1,3,2,26.04,5.62,2,25,0,1,2.0,67,3.32,2,7,2,1,10,0,2017,14,0,1
4328,1,2,2,2,73,1,1,3,2,25.75,4.02,2,25,0,1,1.0,17,2.68,1,6,3,1,10,0,2017,14,0,1
4329,1,3,2,2,73,1,1,3,2,28.24,3.67,2,25,0,2,2.0,9,1.61,2,8,2,1,2,0,2017,14,1,1
4330,1,3,2,2,73,1,1,3,2,24.68,4.82,2,25,0,1,1.0,6,3.41,1,7,2,1,6,0,2017,14,0,1
4331,1,2,1,2,73,1,1,3,3,29.41,3.57,1,25,0,2,0.0,5,2.92,1,6,4,1,5,0,2017,17,0,1
4332,0,4,2,3,73,1,1,2,1,30.76,3.77,1,25,1,2,1.0,83,1.83,2,7,2,1,10,1,2017,20,0,1
4333,1,3,2,3,73,1,1,3,2,30.71,3.72,2,25,0,1,2.0,77,2.72,2,7,2,0,10,0,2017,20,0,1
4334,1,3,2,3,73,1,1,3,2,27.28,4.95,2,25,0,2,1.0,74,3.53,2,7,2,0,7,0,2017,20,1,1
4335,1,3,2,3,73,1,1,3,2,26.0,3.59,2,25,0,1,1.0,59,2.61,1,7,2,0,10,0,2017,20,0,1
4336,1,3,2,3,73,1,1,3,2,21.2,4.43,2,25,0,1,1.0,38,2.77,2,8,2,0,10,0,2017,20,0,1
4337,1,3,2,3,73,1,1,3,2,23.32,3.59,2,25,0,2,1.0,34,2.65,2,7,2,0,6,0,2017,20,1,1
4338,1,3,2,3,73,1,1,3,2,23.52,4.36,2,25,0,1,1.0,28,2.65,2,7,2,0,10,0,2017,20,0,1
4339,1,3,2,3,73,1,1,3,2,20.71,4.58,2,25,0,2,1.0,27,2.29,2,7,2,0,9,0,2017,20,0,1
4340,1,2,2,3,73,1,1,3,2,22.72,2.21,2,25,0,3,1.0,19,0.57,1,7,3,0,1,0,2017,20,0,1
4341,1,2,2,3,73,1,1,3,2,29.09,3.4,2,25,0,1,1.0,40,2.26,1,6,3,0,10,0,2017,23,0,1
4342,1,3,2,3,73,1,1,3,2,33.75,5.39,2,25,0,2,1.0,40,3.53,2,7,2,0,10,0,2017,23,0,1
4343,1,3,2,3,73,1,1,3,2,29.27,3.32,2,25,0,2,1.0,59,2.61,2,7,2,0,10,0,2017,26,1,1
4344,1,3,2,3,73,1,1,3,2,26.02,1.86,2,25,0,1,2.0,47,1.82,2,7,2,0,10,0,2017,26,0,1
4345,1,3,2,3,73,1,1,3,2,27.19,4.07,2,25,0,2,1.0,48,2.08,2,7,2,0,11,0,2017,26,0,1
4346,1,3,2,4,73,1,1,3,2,30.71,2.58,2,24,0,4,1.0,38,3.13,2,8,2,1,1,0,2017,26,0,1
4347,1,3,2,4,73,1,1,3,2,22.3,4.11,2,25,0,1,1.0,96,3.09,2,7,2,1,10,0,2017,26,0,1
4348,1,3,2,4,73,1,1,3,2,24.44,3.63,2,25,0,2,1.0,90,1.91,2,8,2,1,4,0,2017,26,0,1
4349,1,3,2,4,73,1,1,3,2,23.17,3.21,2,25,0,1,1.0,77,2.35,2,7,2,1,10,0,2017,26,0,1
4350,1,3,2,4,73,1,1,3,2,19.26,5.18,2,25,0,2,2.0,73,0.72,2,7,2,1,6,0,2017,26,0,1
4351,1,3,2,4,73,1,1,3,2,25.0,2.77,2,25,0,1,1.0,63,2.78,2,7,2,1,10,0,2017,26,0,1
4352,1,3,2,4,73,1,1,3,2,30.72,3.29,2,25,0,1,2.0,16,1.84,2,8,2,1,10,0,2017,26,0,1
4353,1,3,2,4,73,1,1,3,2,33.09,5.44,2,25,0,2,1.0,14,3.89,2,7,2,1,8,0,2017,26,0,1
4354,1,3,2,4,73,1,1,3,2,26.33,5.23,2,25,0,3,1.0,10,3.23,2,9,2,1,4,0,2017,26,0,1
4355,1,3,2,4,73,1,1,3,2,23.96,4.22,2,22,0,1,1.0,32,2.62,2,8,2,1,10,0,2017,29,1,1
4356,1,3,2,4,73,1,1,3,2,22.0,3.99,2,22,0,1,2.0,22,2.51,2,8,2,1,10,0,2017,29,0,1
4357,0,1,3,1,72,1,1,2,3,32.32,4.4,0,22,0,1,1.0,75,3.46,1,7,3,1,10,1,2017,0,0,1
4358,0,2,2,1,72,1,1,2,4,26.7,4.05,0,22,0,1,1.0,20,1.38,2,7,2,1,10,1,2017,0,1,1
4359,0,1,3,1,72,1,1,2,3,22.98,3.28,0,22,0,1,1.0,6,2.46,2,7,3,1,6,1,2017,0,0,1
4360,0,1,3,1,72,1,1,2,3,23.95,3.5,0,22,0,2,1.0,1,0.83,1,7,3,1,1,1,2017,0,1,1
4361,1,3,1,1,72,1,1,2,3,21.29,3.45,1,27,1,1,1.0,75,1.92,2,8,3,0,10,0,2017,0,0,1
4362,0,2,2,1,72,1,1,2,2,24.15,3.52,3,22,0,1,2.0,74,2.92,2,7,2,1,10,0,2017,0,0,1
4363,0,2,2,1,72,1,1,2,3,29.98,3.57,1,22,0,1,2.0,41,3.63,2,7,2,1,10,1,2017,0,0,1
4364,0,1,3,1,72,1,1,2,1,29.45,3.75,2,22,0,1,1.0,25,3.25,1,7,3,1,10,1,2017,0,1,1
4365,1,2,1,1,72,1,1,2,3,31.45,5.08,1,27,1,1,1.0,77,3.61,1,6,4,0,10,0,2017,0,1,1
