,LineBackers,A,isHomeTeam,Distance,PlayerHeightInches,TimeSnapDiff,S,TightEnds,YardsToTouchdown,Season,TurfCode,Safeties,StadiumTypeCode,Age,IsPossTeamInLead,NoseTackles,isPlayDirectionLeft,Centers,Cornerbacks,DefensiveEnds,OffensiveGuards,HomeScoreBeforePlay,Y,Down,DefensiveTackles,isFirstDown,Quarter,DefendersInTheBox
3205,3,2.23,1,9,72,2.0,5.37,2,74,2017,1,2,1,22,0,0,1,0,2,2,3,0,29.99,2,2,0,1,7
7269,4,2.09,0,10,70,2.0,2.99,2,47,2017,2,2,1,30,0,0,0,1,2,2,2,27,23.71,1,1,0,4,8
18001,5,3.91,1,1,75,1.0,3.97,1,29,2018,2,1,2,28,0,1,1,0,3,0,2,14,28.39,3,1,0,2,7
15700,5,2.0,0,10,71,1.0,6.31,1,65,2018,1,2,3,23,0,0,0,1,2,0,1,10,21.09,1,2,0,4,8
15056,4,3.11,0,20,75,1.0,2.06,1,32,2018,2,2,1,28,0,1,0,0,3,0,2,17,31.06,1,1,0,4,7
20522,2,2.8,0,10,72,1.0,4.39,1,90,2018,2,2,3,22,1,0,1,1,3,2,2,7,30.51,1,2,0,1,7
9191,4,2.82,1,10,69,1.0,3.58,1,84,2017,1,2,1,24,1,0,1,0,4,0,2,10,23.89,1,1,0,4,6
28049,4,2.09,1,7,69,1.0,4.28,3,46,2019,2,1,1,36,0,1,1,1,3,2,2,20,25.08,2,0,0,4,8
3036,3,1.94,0,10,71,1.0,4.34,2,31,2017,1,2,1,27,1,0,1,1,2,3,3,10,29.08,1,1,0,2,7
25979,5,3.06,1,1,72,1.0,4.76,3,1,2019,1,1,4,24,0,2,0,1,0,2,2,22,22.6,1,1,0,4,11
11989,4,3.3,0,6,73,1.0,2.77,2,39,2018,1,2,1,24,0,1,0,1,2,2,3,0,30.4,2,0,0,2,8
15093,5,2.85,0,15,71,2.0,4.99,2,86,2018,1,2,1,22,0,0,1,0,2,0,3,0,30.69,1,2,0,1,7
8392,3,0.66,0,10,72,2.0,5.9,2,78,2017,2,2,1,23,1,0,1,0,2,2,3,7,18.52,1,2,0,1,8
14924,3,2.49,0,10,74,1.0,3.85,1,82,2018,1,2,1,27,0,1,1,2,3,1,1,0,23.53,2,1,0,1,6
16726,4,3.43,0,10,71,1.0,3.9,1,40,2018,1,2,1,23,1,0,0,2,3,1,1,17,30.24,1,1,0,2,7
2465,2,2.47,0,10,70,1.0,3.31,1,37,2017,1,2,1,23,0,1,0,1,3,1,2,7,27.47,1,2,0,2,7
8689,3,5.0,0,10,70,1.0,4.38,3,65,2017,1,2,1,29,1,1,1,1,2,2,2,10,30.36,2,1,0,2,8
28383,2,1.49,1,10,71,1.0,5.11,1,41,2019,2,2,1,24,0,0,0,1,3,2,2,13,27.03,1,2,0,4,6
20792,3,2.51,1,10,74,1.0,4.02,2,65,2018,2,2,4,27,0,1,0,1,2,1,2,17,29.38,1,2,0,4,8
13999,4,1.96,1,10,69,1.0,3.84,1,64,2018,2,2,1,25,0,0,1,1,2,1,3,31,30.24,1,2,0,4,8
19061,3,2.91,1,10,71,1.0,3.87,2,27,2018,1,2,1,24,0,0,0,1,2,2,1,14,28.55,1,2,0,3,8
11495,2,1.23,0,6,72,1.0,3.45,1,19,2018,1,2,1,23,1,0,0,1,3,2,2,16,30.02,2,2,0,4,7
24968,4,1.29,0,10,72,1.0,5.17,3,40,2019,2,2,1,22,1,1,0,1,2,1,2,7,25.67,1,1,0,2,8
8419,2,2.02,0,2,66,2.0,1.89,1,46,2017,2,2,1,22,0,0,1,0,3,2,3,7,30.0,3,2,0,4,7
11223,3,0.99,0,6,70,2.0,5.81,1,53,2018,2,2,2,29,1,0,1,2,2,2,1,10,34.51,2,2,0,2,8
7653,3,2.09,1,10,68,1.0,3.41,1,47,2017,1,2,1,32,0,0,0,2,2,1,1,0,30.74,2,3,0,1,7
56,2,3.01,0,10,70,1.0,2.55,1,64,2017,2,2,1,28,1,0,1,1,3,2,2,7,28.45,2,2,0,2,6
751,3,2.27,0,10,71,1.0,3.12,1,63,2017,2,2,3,32,1,0,0,1,3,1,2,10,31.92,2,2,0,2,7
285,4,2.58,0,7,72,1.0,3.26,2,24,2017,2,2,4,22,0,0,0,1,2,1,2,7,29.26,3,2,0,4,8
18637,3,3.61,1,2,71,1.0,4.83,0,55,2018,2,2,1,24,0,0,0,1,3,3,3,0,28.46,3,0,0,1,7
13080,2,2.75,1,10,69,1.0,4.81,3,81,2018,3,2,1,23,0,0,1,1,3,2,1,19,30.45,2,2,0,4,6
12702,4,2.91,0,10,73,1.0,4.55,2,99,2018,1,2,1,25,1,0,1,1,2,0,2,14,22.24,1,3,0,2,8
1312,4,2.52,1,18,72,1.0,3.07,1,20,2017,1,1,1,27,1,0,1,1,3,1,2,7,28.44,3,2,0,2,5
652,3,0.99,0,1,73,2.0,2.85,0,75,2017,2,2,1,21,0,0,0,3,2,2,1,9,26.15,3,2,0,4,9
9106,3,0.96,1,2,71,2.0,3.97,1,2,2017,2,2,1,29,0,0,1,1,2,2,2,21,32.43,1,2,0,3,9
23648,4,3.17,0,10,71,1.0,3.92,1,75,2019,1,2,3,25,0,0,1,1,2,1,3,3,24.78,1,2,0,2,8
10051,4,1.77,0,6,68,1.0,3.86,2,41,2017,1,2,1,26,0,1,0,2,2,1,1,0,29.19,2,1,0,1,8
20476,3,1.95,0,7,70,1.0,4.85,2,48,2018,1,3,3,22,0,0,1,2,2,1,1,9,32.21,3,2,0,4,8
13550,4,3.22,1,12,71,1.0,4.76,1,67,2018,2,2,1,30,0,0,1,1,3,1,2,7,25.76,2,1,0,3,6
5116,1,3.45,0,6,71,1.0,3.76,1,51,2017,1,3,1,30,0,0,1,1,3,3,2,0,28.82,2,1,0,1,6
4282,4,2.64,1,10,75,1.0,3.28,1,84,2017,2,2,2,27,0,1,1,0,2,1,2,6,25.54,1,1,0,2,7
11368,3,3.19,1,10,72,1.0,5.51,3,46,2018,2,2,1,21,1,1,0,1,2,1,2,9,20.68,1,2,0,3,9
21042,2,1.81,1,10,71,1.0,4.71,1,72,2018,1,2,1,24,0,0,1,1,3,3,1,0,24.92,2,1,0,1,7
16573,2,2.31,0,10,73,2.0,2.5,1,44,2018,2,2,3,25,1,0,0,1,3,1,3,29,22.51,2,3,0,4,5
21070,3,1.23,1,10,71,1.0,5.84,2,75,2018,1,3,1,24,1,1,1,1,2,2,1,20,25.77,1,0,0,3,7
5189,3,2.35,1,10,70,1.0,3.62,1,75,2017,1,2,1,30,1,1,0,1,2,2,2,0,27.1,2,1,0,1,8
7412,3,1.17,1,10,73,2.0,4.54,2,70,2017,1,2,3,32,0,1,0,1,2,2,2,24,25.02,1,1,0,4,8
10432,5,2.91,1,10,72,1.0,2.32,1,40,2017,2,3,2,24,0,1,0,1,2,0,2,27,30.01,1,0,0,4,8
8960,3,2.99,1,11,69,1.0,4.88,2,40,2017,2,2,3,34,0,2,1,1,2,2,1,7,23.05,2,0,0,2,7
11029,2,4.15,1,10,70,1.0,4.35,1,59,2018,1,2,1,23,1,0,1,1,3,2,2,3,22.58,1,2,0,3,6
5268,2,2.46,1,10,70,2.0,4.35,1,63,2017,2,2,4,26,1,0,1,1,3,1,2,7,24.15,1,3,0,4,6
7995,3,2.5,1,10,74,1.0,2.69,1,64,2017,2,2,1,32,0,0,0,1,3,1,2,27,25.47,1,2,0,3,6
9738,3,1.99,1,10,70,1.0,3.4,2,70,2017,1,2,1,30,0,0,0,1,2,2,1,12,29.31,1,2,0,3,7
25286,5,1.64,0,20,70,1.0,4.76,2,68,2019,3,2,1,21,1,0,1,1,3,0,2,7,21.72,1,1,0,1,6
21039,2,2.42,1,10,73,2.0,5.3,1,45,2018,1,2,1,23,0,0,0,1,3,2,2,13,27.61,1,2,0,4,6
23490,3,2.62,0,10,71,1.0,5.7,1,75,2019,2,2,4,23,0,0,0,1,3,1,1,10,24.52,1,2,0,3,6
23991,2,2.4,1,9,72,2.0,5.39,1,62,2019,2,3,4,29,0,0,1,1,2,3,1,0,21.16,2,1,0,1,5
15771,3,2.87,1,10,75,1.0,4.48,2,64,2018,2,2,2,28,1,0,1,0,2,2,2,13,27.85,1,2,0,3,7
3196,2,1.18,1,1,70,1.0,2.64,1,66,2017,2,3,4,26,1,1,1,1,3,1,2,20,30.22,2,1,0,4,6
18087,2,2.11,1,10,72,2.0,4.23,1,22,2018,2,2,2,23,0,0,0,1,3,2,2,10,30.8,1,2,0,2,7
22200,3,3.96,1,10,73,2.0,2.44,1,92,2019,1,3,1,25,1,0,1,1,3,1,3,0,29.36,3,1,0,2,6
6922,2,3.73,1,10,69,1.0,4.38,1,51,2017,2,2,2,24,1,0,0,2,3,2,1,10,31.91,1,2,0,3,6
24170,3,3.83,1,6,66,1.0,4.01,1,49,2019,1,2,1,36,0,1,1,1,3,2,2,0,28.55,2,0,0,1,6
19280,3,3.05,0,9,74,1.0,4.9,2,9,2018,2,2,2,22,1,0,1,1,2,2,2,16,28.11,1,2,0,4,8
6196,3,4.25,1,10,72,2.0,5.63,1,61,2017,1,3,1,27,0,0,1,1,2,1,2,17,30.98,2,2,0,3,6
15802,2,2.19,1,6,71,2.0,2.42,1,71,2018,2,2,1,30,1,0,1,1,3,2,2,0,31.63,2,2,0,2,7
10186,3,2.65,0,10,72,1.0,3.73,1,80,2017,1,3,3,23,1,0,1,1,2,1,2,23,22.89,1,2,0,4,6
16543,2,1.72,0,10,72,1.0,4.97,1,65,2018,2,2,3,23,1,0,0,1,3,1,2,14,26.93,1,3,0,2,6
21827,4,3.73,1,12,70,1.0,3.6,1,67,2019,2,1,1,27,0,0,1,1,4,2,2,0,29.01,2,0,0,1,6
16619,2,1.53,1,6,71,1.0,4.24,1,52,2018,2,2,1,25,1,0,0,1,3,2,2,0,28.44,2,2,0,1,7
5403,4,1.93,0,7,71,1.0,5.05,1,30,2017,2,2,1,24,0,0,0,1,3,0,2,17,22.25,2,2,0,4,7
1187,3,2.41,0,10,72,1.0,5.35,1,74,2017,2,2,1,27,0,0,0,1,2,2,2,6,27.89,2,2,0,3,8
3998,3,1.36,1,8,72,1.0,5.75,2,69,2017,1,2,1,22,0,0,0,0,2,2,3,7,20.8,2,2,0,1,7
19540,4,2.39,1,10,70,2.0,5.46,1,78,2018,1,1,1,24,0,0,1,1,4,0,2,10,31.96,1,2,0,3,6
10998,2,2.61,0,10,68,1.0,4.96,1,75,2017,2,2,1,26,0,0,1,1,3,2,3,17,30.03,1,2,0,4,7
18585,4,1.39,0,2,70,1.0,5.13,2,67,2018,1,2,1,24,0,1,1,1,2,1,2,16,32.6,2,1,0,4,8
9568,2,1.8,1,8,71,1.0,2.57,1,55,2017,1,2,1,31,1,0,1,1,3,3,2,0,28.95,2,1,0,3,7
17259,3,2.61,1,10,73,2.0,5.76,2,89,2018,1,2,3,26,0,0,0,1,2,1,2,14,24.24,2,3,0,2,6
9806,2,2.24,0,10,69,1.0,1.76,1,55,2017,2,2,1,24,0,0,1,1,3,3,2,6,22.31,1,1,0,3,6
26616,4,3.44,0,1,72,2.0,3.48,2,22,2019,1,2,1,23,1,1,0,0,2,1,4,26,30.45,3,1,0,4,7
20368,3,3.23,1,10,70,1.0,5.58,1,42,2018,2,2,1,26,0,0,1,1,2,2,2,21,20.83,1,2,0,4,7
2953,4,0.56,1,20,70,1.0,4.35,2,73,2017,1,2,1,22,0,0,1,1,2,0,2,24,26.5,1,3,0,3,8
13974,4,1.19,1,10,71,2.0,4.4,2,50,2018,2,2,1,24,1,0,1,1,2,0,3,7,30.07,1,3,0,2,8
5421,2,3.67,1,4,72,2.0,5.23,1,69,2017,1,3,1,24,0,1,1,1,3,2,2,17,27.04,2,0,0,2,7
28201,3,2.82,0,3,71,2.0,4.4,2,3,2019,2,2,2,23,0,0,1,1,1,2,1,31,24.13,1,3,0,4,9
3324,2,2.76,0,10,72,2.0,3.29,2,51,2017,2,2,3,24,1,1,0,1,3,2,1,17,31.57,2,1,0,3,7
9475,1,2.29,1,9,73,1.0,2.85,1,9,2017,1,2,1,25,0,0,1,1,3,2,3,10,28.33,1,3,0,2,7
9256,2,2.48,1,15,69,1.0,3.7,2,43,2017,2,2,2,25,0,0,0,0,3,2,3,14,27.3,1,2,0,1,6
6255,2,2.44,1,10,71,1.0,2.74,1,50,2017,1,3,1,25,1,0,0,1,3,2,3,16,31.28,1,1,0,4,6
23972,2,3.02,0,4,73,1.0,4.31,2,5,2019,2,2,1,27,0,0,1,1,3,2,2,3,24.53,2,2,0,2,7
15598,3,4.01,1,4,73,1.0,4.55,1,22,2018,1,1,1,23,0,0,0,1,4,2,2,23,30.31,2,1,0,4,7
21862,3,2.78,1,10,75,2.0,5.01,1,16,2019,2,2,2,29,0,0,1,1,3,1,1,0,31.76,1,2,0,1,7
22501,4,1.36,0,10,70,2.0,4.71,2,50,2019,1,2,1,24,1,0,0,2,2,0,1,6,29.76,1,3,0,3,8
365,4,2.32,0,8,69,2.0,3.09,2,73,2017,1,1,1,34,1,0,0,1,2,2,2,3,28.83,2,2,0,1,7
12481,3,3.93,0,10,75,2.0,4.58,3,61,2018,1,2,1,24,0,1,0,1,2,1,3,6,26.87,1,2,0,4,8
13595,3,1.45,1,7,71,1.0,4.04,1,33,2018,1,2,1,22,0,0,0,1,3,1,2,17,24.85,2,2,0,2,6
1970,4,3.79,1,10,72,1.0,5.29,1,40,2017,3,2,1,24,0,1,1,1,3,0,4,0,21.27,1,1,0,1,6
24566,4,2.37,0,10,71,2.0,4.23,2,65,2019,2,1,1,23,0,0,1,1,3,1,1,10,22.51,1,2,0,3,7
6354,3,1.39,1,10,66,2.0,5.37,1,41,2017,1,3,1,22,0,0,0,0,2,1,3,10,35.65,1,2,0,2,6
5913,3,3.8,0,10,73,1.0,4.44,1,60,2017,2,2,3,25,1,0,0,1,3,1,2,17,24.1,1,2,0,3,6
26410,3,0.92,0,10,73,2.0,5.37,2,72,2019,2,2,1,34,1,0,1,1,2,2,2,17,27.1,2,2,0,4,8
24355,4,1.65,0,10,68,2.0,3.7,2,96,2019,1,1,1,25,0,1,1,1,3,1,2,0,30.79,1,1,0,3,7
16603,4,3.4,1,16,71,1.0,3.98,1,66,2018,1,3,1,23,0,0,1,1,2,0,1,20,30.5,2,2,0,4,6
10704,2,2.95,1,10,70,1.0,3.94,1,75,2017,1,2,1,23,1,0,0,0,3,1,3,0,23.6,2,3,0,4,6
10763,2,2.71,1,8,71,2.0,3.2,1,8,2017,1,2,1,23,0,0,1,1,3,1,2,0,23.94,1,3,0,1,7
22980,3,3.35,0,10,71,1.0,4.38,1,28,2019,1,2,1,22,0,0,1,2,2,2,1,24,25.07,1,2,0,4,9
2310,1,2.75,1,10,75,1.0,2.32,1,61,2017,2,3,2,27,1,0,1,0,2,1,3,7,31.03,2,3,0,4,6
24802,3,2.13,1,3,71,1.0,4.53,2,3,2019,2,2,2,21,0,0,1,1,0,3,2,31,25.92,1,3,0,4,9
13081,3,0.81,1,10,72,2.0,5.55,3,67,2018,3,2,1,23,0,0,1,1,3,2,1,19,26.26,1,1,0,4,7
23826,2,2.78,0,20,72,1.0,3.99,1,76,2019,2,2,2,24,1,0,1,1,3,2,2,6,30.21,1,2,0,2,6
15795,2,3.5,1,10,71,2.0,3.82,1,78,2018,2,2,1,30,1,0,0,1,3,2,2,0,28.79,1,2,0,1,7
10583,4,2.33,1,10,68,1.0,3.68,2,65,2017,2,2,1,27,0,0,0,1,2,1,2,7,28.67,1,2,0,1,8
12670,3,1.04,1,10,68,1.0,5.08,1,74,2018,1,2,1,27,0,1,1,1,4,1,2,21,24.45,1,0,0,2,6
24839,2,1.59,1,10,69,1.0,4.81,1,29,2019,1,3,3,23,0,0,1,1,2,3,2,20,28.73,1,1,0,3,6
19163,3,3.57,1,10,72,2.0,5.23,2,12,2018,1,3,1,23,0,1,0,2,1,3,1,3,32.44,1,0,0,2,8
11731,3,2.64,1,10,71,1.0,3.94,2,75,2018,2,2,1,30,1,1,1,0,2,2,3,6,23.33,1,1,0,3,6
5953,3,2.71,1,10,72,1.0,4.17,1,39,2017,1,2,4,22,1,1,0,2,2,2,1,6,30.93,1,1,0,3,8
12138,2,2.75,1,10,68,2.0,3.75,0,45,2018,1,2,1,24,1,0,0,2,3,1,2,10,27.71,2,3,0,4,7
2174,4,1.63,1,5,72,1.0,2.49,1,15,2017,2,0,2,22,0,0,0,1,3,1,2,0,26.33,2,3,0,1,6
14361,4,4.3,0,12,72,2.0,3.3,1,73,2018,2,2,1,22,1,0,0,1,3,2,3,10,23.9,2,0,0,1,6
17754,3,1.94,1,5,72,1.0,4.8,1,70,2018,2,3,3,22,0,0,1,0,2,1,4,14,29.98,2,2,0,3,7
22353,4,2.24,0,9,72,1.0,2.92,1,63,2019,1,2,1,23,0,0,1,1,3,1,3,17,22.61,3,1,0,4,6
28230,2,1.54,1,10,73,1.0,4.65,1,85,2019,2,2,1,27,0,0,0,1,3,2,2,34,24.22,1,2,0,3,7
50,3,2.05,1,10,71,2.0,4.74,1,77,2017,2,2,1,29,0,1,1,1,2,3,2,0,32.75,1,0,0,1,7
10720,4,2.15,0,10,71,1.0,3.52,1,63,2017,1,2,1,24,1,1,1,0,2,2,2,7,24.68,1,0,0,1,8
21337,4,3.17,0,10,69,1.0,6.01,2,40,2019,1,2,1,24,0,1,0,1,3,1,2,3,27.04,2,0,0,4,6
1826,2,1.42,1,10,72,1.0,2.79,1,60,2017,3,2,1,24,0,0,0,1,3,3,2,7,24.42,1,1,0,1,6
1651,3,3.11,1,10,70,1.0,3.97,1,75,2017,2,2,1,25,0,0,0,1,3,1,2,7,23.28,2,2,0,1,7
16281,2,3.82,0,10,69,1.0,3.62,3,99,2018,2,3,1,23,0,0,1,1,2,2,1,17,30.67,1,2,0,3,8
18267,4,1.0,0,10,73,2.0,5.63,1,63,2018,3,2,1,26,0,1,0,1,3,0,3,10,20.53,1,1,0,4,7
1912,4,0.71,0,10,68,1.0,4.34,1,58,2017,1,2,1,24,1,1,0,1,3,1,2,21,26.14,1,0,0,3,6
8121,4,3.91,0,10,73,1.0,4.84,1,58,2017,1,3,3,23,0,0,1,1,2,0,2,16,26.65,1,2,0,4,5
20140,2,2.44,0,7,72,2.0,4.96,1,43,2018,2,2,3,21,0,0,0,0,3,1,3,14,32.73,2,3,0,3,6
22234,2,3.57,1,10,72,0.0,1.77,2,78,2019,2,2,1,22,0,0,1,1,3,2,2,7,23.31,1,2,0,1,6
20150,3,1.38,0,12,72,1.0,3.34,1,98,2018,2,2,3,21,0,0,1,0,2,1,3,21,30.38,2,3,0,4,8
5613,3,3.89,1,10,72,2.0,5.64,2,87,2017,2,2,2,22,0,0,1,1,2,2,2,21,19.5,1,2,0,3,7
11267,2,3.67,1,10,70,1.0,4.7,1,34,2018,2,1,1,28,0,0,0,1,4,3,2,7,30.71,2,1,0,1,6
18682,4,1.82,1,9,74,1.0,3.97,1,9,2018,1,2,1,22,0,1,1,1,3,1,2,0,25.36,1,0,0,1,7
15027,2,1.57,1,10,70,1.0,5.69,1,76,2018,2,2,1,30,1,0,1,1,3,2,2,0,27.32,1,2,0,1,6
19526,4,2.36,0,9,71,2.0,4.6,1,50,2018,1,2,1,24,0,0,1,1,3,0,1,0,23.49,2,2,0,1,6
4541,4,4.02,1,20,70,1.0,4.5,1,85,2017,1,2,1,23,1,1,0,1,3,1,2,0,23.67,1,0,0,1,7
17573,4,2.06,0,10,69,1.0,4.79,1,91,2018,1,2,1,29,0,0,0,1,3,1,2,3,26.4,1,1,0,1,7
7925,3,0.89,1,2,69,1.0,2.59,2,2,2017,2,1,2,27,0,1,1,1,1,2,3,0,24.72,2,3,0,1,10
28029,3,1.14,0,10,68,2.0,5.1,2,75,2019,2,2,1,25,1,0,1,1,2,2,2,13,27.53,1,2,0,3,7
17168,3,3.33,0,10,71,2.0,4.18,2,20,2018,2,2,1,24,1,0,0,1,2,2,1,24,29.14,1,2,0,3,7
4679,2,0.31,0,10,68,1.0,3.52,1,54,2017,2,2,1,24,0,0,0,1,3,2,2,0,32.79,1,2,0,1,6
23794,4,2.65,0,15,72,1.0,3.84,2,89,2019,1,2,1,24,0,1,1,1,2,2,1,17,25.52,1,0,0,3,8
20788,3,4.43,0,4,72,1.0,3.32,1,71,2018,2,3,4,28,1,0,0,1,2,2,2,17,22.82,3,1,0,3,6
27131,4,1.14,1,10,71,1.0,3.46,1,76,2019,1,1,1,22,0,0,0,1,4,0,2,17,31.47,1,2,0,3,7
24608,3,2.92,1,10,71,1.0,5.33,1,69,2019,1,2,1,23,0,0,0,0,2,3,3,7,29.74,1,1,0,1,5
3332,2,2.68,1,10,73,1.0,4.24,1,75,2017,2,2,3,24,0,0,0,1,3,2,2,17,23.71,1,2,0,4,7
20054,4,1.85,0,10,73,2.0,5.98,2,86,2018,1,2,1,33,0,1,0,3,2,1,0,9,22.5,1,1,0,3,8
514,3,2.47,1,12,72,1.0,3.66,1,47,2017,2,2,2,22,0,0,1,1,3,1,2,16,30.62,2,2,0,3,6
12845,3,3.41,1,7,72,2.0,4.49,1,32,2018,2,2,2,31,0,0,1,2,3,1,1,10,28.5,2,2,0,2,6
25496,4,0.2,1,4,75,2.0,5.5,2,53,2019,1,1,1,25,0,0,0,1,3,1,2,10,28.9,2,2,0,3,7
18089,3,3.37,0,10,69,2.0,4.8,1,53,2018,2,2,2,28,1,0,0,1,2,2,1,13,27.33,1,2,0,3,7
598,2,0.06,1,1,68,1.0,2.82,2,1,2017,1,3,1,26,0,2,0,1,0,3,2,7,30.33,1,1,0,2,11
25825,4,3.42,0,11,73,2.0,4.75,2,78,2019,1,2,1,26,0,1,1,1,2,1,2,0,27.86,2,1,0,1,7
21635,3,2.32,0,11,72,1.0,3.76,2,76,2019,1,2,1,23,1,1,0,1,2,2,3,14,28.71,2,1,0,2,6
21086,4,3.3,0,10,73,2.0,4.31,1,63,2018,1,2,1,24,0,2,0,0,2,0,4,0,30.13,1,1,0,1,7
26538,3,4.61,1,10,71,1.0,5.14,2,62,2019,1,2,1,22,0,0,0,1,3,1,2,6,24.25,1,2,0,2,6
18505,2,1.47,1,10,69,1.0,5.11,1,50,2018,1,2,1,29,1,1,1,1,2,4,2,0,21.02,1,0,0,1,7
830,3,2.09,1,5,71,1.0,5.86,3,65,2017,1,2,1,22,0,0,0,1,2,2,1,3,21.4,1,2,0,2,8
3164,3,2.99,0,10,71,1.0,3.28,1,75,2017,2,2,4,22,0,0,1,0,3,1,2,0,22.62,2,2,0,1,5
16254,4,3.59,1,8,69,2.0,5.11,2,48,2018,2,2,2,28,0,0,0,1,2,0,1,45,24.55,2,3,0,4,7
25954,4,1.88,1,10,72,1.0,4.69,2,73,2019,1,2,4,24,1,1,0,1,2,1,1,6,22.18,1,1,0,1,7
5175,4,2.13,0,10,71,1.0,3.1,1,92,2017,2,2,1,29,1,1,0,1,1,1,3,17,28.83,1,2,0,3,9
792,4,3.27,1,10,72,1.0,4.19,1,59,2017,1,2,4,22,0,1,0,1,2,1,2,3,29.72,1,1,0,2,7
19638,4,3.21,0,10,72,1.0,3.89,1,64,2018,1,2,1,23,1,1,1,1,3,0,2,14,23.15,1,1,0,3,5
13235,4,3.17,0,10,69,2.0,4.19,2,53,2018,1,3,3,25,0,0,1,1,2,0,3,0,21.49,1,2,0,1,8
6579,1,3.09,0,10,71,1.0,3.07,1,13,2017,2,2,2,22,0,0,1,1,3,2,2,10,25.28,1,3,0,2,7
9023,3,2.38,0,5,66,2.0,3.8,2,67,2017,2,2,2,22,1,0,1,0,2,1,3,13,26.47,1,3,0,2,8
20590,1,1.22,1,8,69,1.0,7.63,1,8,2018,2,2,1,25,0,1,1,2,2,3,1,24,18.77,2,1,0,4,8
6526,2,2.74,0,9,73,1.0,4.89,1,9,2017,2,2,2,23,0,0,1,1,3,2,2,0,20.21,1,2,0,1,7
9006,4,2.09,1,10,69,1.0,3.02,1,60,2017,2,2,2,26,0,1,1,1,3,0,2,0,28.84,2,1,0,1,6
10134,3,2.75,1,10,72,1.0,5.14,1,30,2017,1,2,1,27,0,0,0,1,3,1,3,23,26.24,1,2,0,4,6
12638,2,2.22,1,20,70,1.0,5.25,2,74,2018,1,2,1,23,1,0,1,1,3,2,2,13,28.02,2,2,0,4,6
5328,3,3.2,0,10,71,2.0,4.2,3,38,2017,2,2,2,23,1,0,0,0,2,2,3,9,31.55,1,2,0,2,8
6899,3,2.55,0,10,75,1.0,3.59,1,47,2017,2,2,2,27,0,0,0,0,2,1,3,0,29.22,1,3,0,1,7
17453,4,0.66,1,3,72,1.0,5.18,1,56,2018,2,2,2,31,0,1,0,2,2,0,1,0,24.95,2,2,0,1,8
14718,3,2.5,1,10,73,1.0,4.53,2,12,2018,1,2,3,26,1,3,0,2,2,1,0,3,25.03,2,0,0,3,7
16645,4,2.12,0,10,71,1.0,5.03,1,69,2018,2,2,1,30,0,0,0,1,2,1,2,3,26.86,1,2,0,3,7
14588,4,2.9,1,10,68,1.0,4.59,3,98,2018,1,2,1,28,1,0,0,1,2,1,2,0,29.31,1,2,0,3,8
24500,3,3.19,1,7,70,1.0,5.5,3,77,2019,1,1,1,27,0,0,1,2,3,2,1,31,24.0,2,2,0,4,8
26543,4,3.79,1,20,72,1.0,0.95,1,73,2019,1,2,1,25,0,0,0,1,3,1,2,12,24.26,2,1,0,2,6
18511,2,1.95,1,10,68,1.0,5.16,1,28,2018,1,2,1,25,1,0,0,1,3,3,2,0,32.96,1,1,0,2,7
15348,4,2.16,1,10,68,2.0,4.25,1,54,2018,1,2,1,27,0,0,0,1,2,2,2,24,23.25,1,1,0,3,6
7025,4,1.48,0,1,71,1.0,3.94,1,85,2017,1,2,1,25,0,1,1,2,2,1,1,10,27.47,2,1,0,4,7
6019,3,2.55,1,9,75,1.0,2.74,3,98,2017,1,2,1,23,0,0,0,2,2,2,1,7,23.23,2,2,0,2,7
22854,3,1.52,1,3,71,1.0,6.6,2,47,2019,2,2,2,21,0,0,1,1,2,2,2,7,35.15,2,2,0,1,6
9627,3,2.89,1,10,70,2.0,4.24,2,40,2017,1,3,1,23,0,0,0,2,1,0,1,0,21.97,1,4,0,1,9
5668,5,3.02,0,10,69,2.0,3.92,2,30,2017,3,3,1,24,0,0,0,2,2,0,1,0,28.04,1,1,0,1,6
13897,2,2.94,1,6,72,1.0,3.11,1,6,2018,1,2,1,25,1,0,1,1,3,1,2,3,28.32,1,3,0,3,6
1544,2,1.55,1,10,69,1.0,2.99,1,75,2017,2,2,2,24,1,1,1,1,3,2,2,13,23.72,1,1,0,3,6
11939,4,1.34,0,10,74,1.0,6.31,1,40,2018,1,2,1,27,1,0,0,1,3,1,2,14,19.87,1,1,0,2,6
22277,3,1.73,1,10,73,1.0,4.34,1,22,2019,1,2,1,24,0,0,1,1,2,3,2,0,30.65,1,1,0,1,8
6277,4,2.22,1,10,70,0.0,2.65,2,58,2017,1,2,1,30,0,0,0,1,2,1,2,3,31.07,1,2,0,2,7
20104,1,3.23,0,3,73,2.0,4.02,2,61,2018,1,3,1,23,0,1,1,1,3,2,2,10,29.72,2,1,0,3,6
4725,2,2.56,0,4,69,2.0,2.4,1,21,2017,2,2,1,34,1,0,0,1,3,2,2,3,25.91,2,2,0,2,7
22366,2,3.46,1,15,70,1.0,4.1,1,52,2019,1,2,1,25,0,0,1,1,3,2,1,7,23.98,1,2,0,2,5
329,4,2.49,0,8,71,1.0,4.27,3,29,2017,1,3,1,31,0,0,1,1,1,1,2,16,30.12,2,2,0,4,9
1149,4,3.22,1,10,73,2.0,3.85,1,75,2017,1,2,1,23,1,0,1,1,3,2,2,17,24.86,1,0,0,4,6
4516,3,2.88,0,10,73,1.0,3.71,1,51,2017,2,3,1,24,1,0,1,1,2,1,2,17,30.44,1,2,0,3,5
