,isHomeTeam,X,Y,S,A,Orientation,Dir,Season,Quarter,Down,Distance,HomeScoreBeforePlay,VisitorScoreBeforePlay,IsPossTeamInLead,DefendersInTheBox,isPlayDirectionLeft,TimeSnapDiff,YardsToTouchdown,PlayerHeightInches,Age,Week,StadiumTypeCode,TurfCode,isFirstDown,Centers,Cornerbacks,DefensiveEnds,DefensiveTackles,LineBackers,NoseTackles,OffensiveGuards,Safeties,TightEnds
4471,0,34.54,20.18,5.02,2.9,39.03,152.2,2017,2,1,10,7,0,1,7,0,1.0,70,71,27,7,1,2,0,1,2,2,1,3,1,3,2,2
4472,0,38.51,28.19,6.17,3.46,344.03,23.9,2017,2,2,7,7,0,1,6,0,2.0,67,71,27,7,1,2,0,1,3,1,1,4,0,3,2,1
4473,1,94.83,30.8,2.8,2.15,164.35,203.86,2017,2,2,15,7,3,0,6,1,1.0,80,70,28,7,1,2,0,1,3,2,2,2,0,3,2,1
4474,0,65.22,32.82,5.24,2.68,210.1,327.64,2017,3,1,10,7,3,1,7,1,1.0,50,71,27,7,1,2,0,2,2,1,2,4,0,2,2,3
4475,1,16.47,23.2,4.24,3.38,5.28,38.93,2017,3,1,10,7,3,0,6,0,1.0,89,71,25,7,1,2,0,1,3,3,1,2,0,2,2,1
4476,1,29.46,31.0,3.79,2.92,1.67,70.72,2017,3,2,10,7,10,1,7,0,1.0,75,71,25,7,1,2,0,1,3,2,2,2,0,2,2,1
4477,0,82.33,30.14,3.21,1.8,186.66,282.05,2017,3,1,10,7,10,0,7,1,2.0,67,71,27,7,1,2,0,2,2,1,2,4,0,2,2,3
4478,1,19.01,24.82,3.74,2.71,355.3,72.28,2017,3,1,10,7,10,1,8,0,1.0,86,72,23,7,1,2,0,1,2,2,2,3,0,2,2,2
4479,1,35.71,24.71,3.13,2.67,347.39,68.72,2017,3,1,10,7,10,1,8,0,1.0,69,72,23,7,1,2,0,1,2,2,2,3,0,2,2,2
4480,0,41.33,29.03,6.39,2.15,316.1,25.02,2017,4,1,10,7,10,0,8,0,1.0,63,69,24,7,1,2,0,1,2,1,1,4,1,3,2,2
4481,0,50.69,30.11,3.67,2.69,18.33,105.79,2017,4,2,1,7,10,0,7,0,1.0,54,69,24,7,1,2,1,1,2,1,1,4,1,3,2,2
4482,0,58.04,23.71,4.68,3.35,299.55,12.03,2017,4,2,5,7,10,0,5,0,2.0,47,70,24,7,1,2,0,1,3,1,2,3,0,3,2,1
4483,1,78.99,23.88,4.05,3.0,180.6,267.21,2017,4,1,10,7,10,1,8,1,1.0,64,71,25,7,1,2,0,1,2,3,1,3,0,2,2,3
4484,0,54.69,29.28,4.23,3.13,7.07,96.93,2017,4,1,10,7,17,0,8,0,1.0,50,69,24,7,1,2,0,1,2,1,2,4,0,3,2,2
4485,0,59.66,32.03,6.47,1.91,322.2,27.1,2017,4,2,5,7,17,0,7,0,1.0,45,69,24,7,1,2,0,1,2,1,2,4,0,3,2,2
4486,0,79.48,28.9,6.26,2.35,318.74,24.51,2017,4,1,10,7,17,0,8,0,1.0,25,69,24,7,1,2,0,1,2,1,2,4,0,3,2,2
4487,0,81.02,28.75,4.17,3.69,7.2,135.41,2017,4,2,8,7,17,0,8,0,1.0,23,70,24,7,1,2,1,1,2,1,1,4,1,3,2,2
4488,0,95.14,22.99,3.42,2.1,348.61,45.78,2017,4,2,7,7,17,0,7,0,1.0,10,69,24,7,1,2,0,1,2,1,2,4,0,3,2,2
4489,0,102.51,30.13,4.55,3.18,69.12,157.9,2017,4,1,2,7,17,0,7,0,1.0,2,69,24,7,1,2,0,1,3,1,2,3,0,3,2,1
4490,1,25.55,28.69,3.62,2.47,1.83,121.95,2017,1,1,10,0,0,0,7,0,2.0,79,68,27,7,1,2,0,1,2,1,1,4,1,2,2,1
4491,1,30.48,26.53,4.03,2.45,329.08,46.82,2017,1,1,10,0,0,0,8,0,1.0,74,68,27,7,1,2,0,1,2,1,1,4,1,2,2,2
4492,1,46.36,30.89,3.12,2.8,14.07,135.43,2017,1,1,5,0,0,0,7,0,1.0,59,68,27,7,1,2,0,1,3,3,1,2,0,2,2,1
4493,0,95.89,25.65,3.72,2.36,186.77,288.84,2017,1,1,10,0,0,0,7,1,1.0,80,68,25,7,1,2,0,1,2,2,2,3,0,2,2,1
4494,0,86.29,31.15,3.67,2.67,195.09,277.79,2017,1,1,10,0,0,0,5,1,2.0,71,73,24,7,1,2,0,1,2,1,2,3,0,2,3,1
4495,0,66.54,20.34,4.78,2.15,137.71,220.52,2017,1,1,10,0,0,0,6,1,1.0,51,73,24,7,1,2,0,1,2,1,2,3,0,2,3,2
4496,0,65.0,21.98,2.87,2.67,191.24,308.55,2017,1,2,9,0,0,0,6,1,2.0,50,68,25,7,1,2,0,1,2,1,2,3,0,2,3,1
4497,0,60.5,31.35,3.74,2.51,162.26,355.33,2017,1,3,4,0,0,0,6,1,2.0,45,68,25,7,1,2,0,1,3,2,1,2,0,2,3,1
4498,0,55.34,26.37,5.14,3.92,143.41,207.11,2017,1,1,10,0,0,0,7,1,1.0,39,68,25,7,1,2,0,1,2,1,2,3,0,2,3,2
4499,0,34.59,30.88,4.74,2.3,233.17,317.53,2017,1,1,10,0,0,0,7,1,1.0,19,73,24,7,1,2,0,1,2,1,2,3,0,2,3,1
4500,1,28.98,25.33,5.29,4.34,36.98,163.88,2017,1,2,11,0,0,0,8,0,1.0,75,71,26,7,1,2,0,1,2,1,1,4,1,2,2,1
4501,1,74.94,22.91,3.89,3.26,173.91,261.03,2017,2,1,10,0,0,0,7,1,2.0,60,68,27,7,1,2,1,1,3,2,1,2,1,2,2,1
4502,1,50.45,23.27,3.05,2.42,185.55,284.83,2017,2,1,10,0,0,0,6,1,1.0,35,68,27,7,1,2,0,1,3,2,1,2,1,2,2,1
4503,1,31.63,27.24,3.13,3.09,180.02,293.99,2017,2,1,10,0,0,0,7,1,1.0,16,71,26,7,1,2,0,1,2,1,2,3,0,2,3,1
4504,1,89.12,27.33,2.7,3.2,172.85,234.84,2017,2,2,10,7,0,0,6,1,1.0,74,70,27,7,1,2,0,1,3,3,0,2,1,2,2,1
4505,1,79.95,24.94,3.04,2.21,192.1,289.4,2017,2,3,1,7,0,0,9,1,1.0,65,71,26,7,1,2,1,1,1,2,2,2,1,2,3,2
4506,1,77.47,27.94,4.4,3.78,214.32,333.44,2017,2,1,10,7,0,0,7,1,1.0,62,70,27,7,1,2,0,1,2,1,1,3,1,2,3,1
4507,1,68.53,30.22,3.67,2.6,182.88,275.39,2017,2,2,1,7,0,0,7,1,2.0,53,70,27,7,1,2,1,1,2,1,1,3,1,2,3,1
4508,1,37.46,24.84,3.55,3.07,180.05,278.02,2017,2,1,10,7,0,0,7,1,2.0,22,70,27,7,1,2,0,1,3,3,1,2,0,2,2,2
4509,1,28.28,27.92,3.58,2.51,171.7,256.65,2017,2,2,1,7,0,0,8,1,0.0,13,70,27,7,1,2,1,1,2,1,2,3,0,2,3,2
4510,1,25.69,26.96,2.58,2.0,196.04,301.28,2017,2,1,10,7,0,0,6,1,1.0,11,70,27,7,1,2,0,1,3,2,1,2,1,2,2,1
4511,0,29.88,20.12,6.09,3.75,17.83,139.51,2017,2,1,10,10,0,1,6,0,1.0,75,68,25,7,1,2,1,1,2,2,2,2,0,2,3,1
4512,1,67.64,24.61,2.61,3.16,166.54,308.23,2017,2,1,10,10,0,0,6,1,1.0,53,70,25,7,1,2,0,1,3,2,1,2,1,2,2,1
4513,1,56.17,28.37,2.88,3.21,181.17,299.2,2017,2,1,10,10,0,0,6,1,1.0,42,70,25,7,1,2,0,1,3,2,1,2,1,2,2,1
4514,1,20.47,22.71,3.5,2.61,173.28,265.2,2017,2,1,6,10,0,0,7,1,1.0,6,70,25,7,1,2,0,1,3,2,1,2,1,2,2,1
4515,0,87.59,26.92,4.72,3.11,165.24,228.45,2017,3,1,10,17,0,1,6,1,2.0,72,73,24,7,1,2,0,1,2,1,2,3,0,2,3,1
4516,0,66.69,30.44,3.71,2.88,189.75,280.64,2017,3,1,10,17,0,1,5,1,1.0,51,73,24,7,1,2,0,1,2,1,2,3,0,2,3,1
4517,0,60.11,33.06,5.44,2.97,217.22,312.35,2017,3,2,4,17,0,1,5,1,2.0,45,68,25,7,1,2,1,1,2,1,2,3,0,2,3,1
4518,0,56.82,31.93,4.92,3.52,194.77,306.33,2017,3,1,10,17,0,1,7,1,2.0,41,68,25,7,1,2,1,1,2,1,2,4,0,2,2,0
4519,0,35.05,27.15,4.81,3.24,159.62,231.91,2017,3,1,10,17,0,1,7,1,1.0,20,73,24,7,1,2,0,1,2,1,2,4,0,2,2,1
4520,1,43.04,32.27,4.79,3.58,311.73,31.2,2017,3,1,10,17,0,0,7,0,1.0,61,68,27,7,1,2,0,1,2,1,1,3,1,2,3,1
4521,1,54.77,28.79,3.55,2.03,12.28,121.61,2017,3,1,10,17,0,0,7,0,0.0,50,68,27,7,1,2,0,1,3,3,0,2,1,2,2,1
4522,1,95.64,29.09,3.37,2.44,7.83,99.71,2017,3,1,9,17,0,0,8,0,2.0,9,68,27,7,1,2,0,1,2,1,2,3,0,2,3,1
4523,1,99.83,29.72,3.17,1.67,3.44,77.02,2017,3,2,5,17,0,0,8,0,1.0,5,68,27,7,1,2,0,1,2,1,2,3,0,2,3,1
4524,1,105.13,25.84,4.67,3.27,28.5,156.58,2017,3,3,1,17,0,0,11,0,1.0,1,71,26,7,1,2,0,1,0,3,2,3,1,2,2,3
4525,0,90.54,25.72,3.97,3.13,165.92,270.37,2017,3,1,10,20,0,1,6,1,1.0,76,68,25,7,1,2,0,1,2,1,2,3,0,2,3,2
4526,0,72.73,29.35,5.25,3.0,205.58,295.84,2017,3,1,10,20,0,1,5,1,1.0,58,68,25,7,1,2,1,1,2,1,2,3,0,2,3,2
4527,0,64.54,23.78,5.28,3.85,142.75,206.95,2017,3,1,10,20,0,1,7,1,2.0,48,68,25,7,1,2,0,1,2,1,2,3,0,2,3,2
4528,0,24.51,30.47,3.19,2.17,159.84,218.2,2017,3,1,10,20,0,1,7,1,1.0,10,68,25,7,1,2,0,1,2,1,2,3,0,2,3,1
4529,1,108.8,25.18,3.47,1.85,187.17,296.32,2017,4,1,10,20,0,0,8,1,1.0,94,71,26,7,1,2,0,1,2,1,1,3,1,2,3,2
4530,1,92.8,20.7,5.17,3.59,133.33,201.63,2017,4,1,10,20,0,0,8,1,1.0,78,71,26,7,1,2,0,1,2,2,1,2,1,2,3,1
4531,1,60.15,27.61,5.78,4.19,235.32,339.59,2017,4,1,5,20,0,0,7,1,2.0,45,71,26,7,1,2,1,1,3,2,1,2,1,2,2,2
4532,1,53.06,29.02,3.26,3.01,159.44,235.04,2017,4,1,10,20,0,0,7,1,1.0,38,71,26,7,1,2,1,1,2,1,2,3,0,2,3,1
4533,0,26.76,21.87,4.71,3.1,352.12,113.5,2017,4,3,1,23,0,1,6,0,2.0,79,68,25,7,1,2,1,1,2,2,1,3,0,2,3,2
4534,1,64.24,31.78,4.54,2.98,225.09,316.01,2017,4,1,10,23,7,0,8,1,2.0,49,68,27,7,1,2,0,1,2,1,1,3,1,2,3,1
4535,1,61.42,26.35,5.37,3.66,127.36,209.39,2017,4,2,8,23,7,0,8,1,1.0,47,68,27,7,1,2,0,1,2,1,1,3,1,2,3,1
4536,1,52.97,24.31,3.9,2.78,177.61,244.34,2017,4,1,10,23,7,0,8,1,1.0,38,68,27,7,1,2,0,1,2,1,1,3,1,2,3,1
4537,1,44.92,20.38,5.35,3.51,141.81,223.37,2017,4,2,2,23,7,0,8,1,2.0,30,68,27,7,1,2,1,1,2,1,1,3,1,2,3,1
4538,0,89.84,24.75,4.24,3.34,177.26,265.58,2017,1,1,10,0,0,0,8,1,2.0,75,72,25,7,1,1,0,1,2,2,2,3,0,2,2,2
4539,0,52.81,28.67,3.3,1.84,179.6,266.37,2017,1,1,10,0,0,0,7,1,2.0,38,72,25,7,1,1,0,1,3,2,2,2,0,2,2,1
4540,0,32.32,32.91,5.15,2.93,221.05,330.88,2017,1,1,10,0,0,0,7,1,2.0,17,68,27,7,1,1,0,1,2,2,2,2,0,2,3,2
4541,1,19.95,23.67,4.5,4.02,304.74,12.75,2017,1,1,20,0,3,1,7,0,1.0,85,70,23,7,1,1,0,1,3,1,0,4,1,2,2,1
4542,0,70.25,33.57,3.87,1.47,234.59,326.86,2017,1,2,7,0,3,0,7,1,1.0,55,72,25,7,1,1,0,1,3,2,2,2,0,2,2,1
4543,1,49.05,29.78,3.71,2.53,358.62,80.71,2017,1,2,10,0,3,1,6,0,2.0,55,69,28,7,1,1,0,1,3,1,0,4,1,2,2,1
4544,0,73.88,26.44,5.11,3.75,223.67,329.35,2017,1,1,10,0,3,0,7,1,1.0,58,72,25,7,1,1,0,1,2,2,2,3,0,2,2,2
4545,1,9.16,21.19,1.86,3.26,36.39,159.73,2017,1,1,10,0,3,1,6,0,1.0,95,70,23,7,1,1,0,1,3,2,0,4,0,2,2,1
4546,1,12.18,24.06,2.84,2.14,39.72,114.97,2017,1,2,8,0,3,1,8,0,1.0,93,70,23,7,1,1,0,1,2,1,1,4,1,2,2,2
4547,0,80.88,31.49,4.31,3.96,331.65,2.4,2017,2,1,10,3,3,0,7,0,1.0,22,68,27,7,1,1,0,1,2,2,2,2,0,2,3,1
4548,0,100.39,24.26,3.22,1.84,358.06,59.1,2017,2,1,5,3,3,0,8,0,1.0,5,72,25,7,1,1,0,1,2,2,2,3,0,2,2,3
4549,1,90.51,29.61,3.89,2.78,172.06,267.49,2017,2,1,10,3,10,1,6,1,1.0,75,72,30,7,1,1,0,1,3,1,0,4,1,2,2,1
4550,0,35.02,24.11,2.18,2.52,16.36,118.49,2017,2,1,10,3,10,0,8,0,2.0,69,68,27,7,1,1,0,1,2,2,2,2,0,2,3,2
4551,1,89.4,25.12,2.69,2.54,184.8,265.98,2017,2,2,4,3,10,1,7,1,2.0,74,70,23,7,1,1,1,1,3,1,0,4,1,2,2,1
4552,1,84.58,25.18,3.89,3.77,241.87,341.1,2017,2,1,10,3,10,1,6,1,1.0,69,70,23,7,1,1,0,1,3,1,0,4,1,2,2,1
4553,1,76.24,27.4,2.2,2.49,192.44,246.29,2017,2,2,1,3,10,1,7,1,1.0,60,70,23,7,1,1,0,1,3,1,0,4,1,2,2,1
4554,0,37.83,24.36,3.39,2.64,36.34,147.82,2017,2,2,3,10,10,0,7,0,1.0,68,68,27,7,1,1,0,1,3,2,2,1,0,2,3,1
4555,1,33.25,23.31,4.27,3.67,117.62,187.9,2017,2,1,10,10,10,0,8,1,1.0,18,70,23,7,1,1,0,1,3,2,0,4,0,2,2,1
4556,1,16.04,21.47,3.19,1.26,143.04,224.68,2017,2,1,1,10,10,0,10,1,1.0,1,72,30,7,1,1,0,1,1,2,1,4,1,2,2,3
4557,1,23.91,21.41,3.92,1.96,16.46,104.77,2017,3,1,10,17,10,0,6,0,2.0,81,72,30,7,1,1,0,1,3,1,0,4,1,2,2,1
4558,1,99.42,23.43,3.9,1.74,18.02,109.39,2017,3,1,6,17,10,0,8,0,1.0,6,72,30,7,1,1,0,1,2,2,1,4,0,2,2,3
4559,0,77.94,33.21,5.14,2.84,222.09,325.07,2017,3,1,10,24,10,1,7,1,1.0,63,68,27,7,1,1,0,1,2,2,2,2,0,2,3,1
4560,1,21.86,27.44,3.61,1.46,28.33,122.65,2017,3,1,10,24,10,0,7,0,1.0,83,72,30,7,1,1,0,1,3,1,0,4,1,2,2,1
4561,1,23.34,30.17,3.83,2.02,298.26,5.18,2017,3,2,9,24,10,0,7,0,1.0,82,72,30,7,1,1,0,1,3,1,0,4,1,2,2,1
4562,0,63.21,21.16,3.33,0.93,143.47,220.16,2017,3,2,6,24,10,1,7,1,1.0,48,72,25,7,1,1,0,1,3,2,2,2,0,2,2,1
4563,0,39.82,32.25,4.08,2.4,222.6,323.86,2017,3,1,10,24,10,1,6,1,2.0,24,68,27,7,1,1,0,1,3,2,2,2,0,2,2,1
4564,1,30.45,25.44,4.13,2.08,17.74,89.36,2017,3,1,10,24,17,0,7,0,2.0,75,72,30,7,1,1,0,1,3,1,0,4,1,2,2,1
4565,1,65.75,27.38,2.04,1.67,154.49,231.11,2017,4,2,4,24,17,0,7,1,1.0,50,70,23,7,1,1,0,1,3,1,1,4,0,2,2,1
4566,1,67.6,20.45,2.59,3.7,133.43,197.6,2017,4,3,6,24,17,0,7,1,1.0,52,70,22,7,1,1,1,1,3,1,0,4,1,2,2,1
4567,1,40.64,30.56,1.82,2.32,187.69,270.9,2017,4,1,10,31,17,0,6,1,1.0,26,69,28,7,1,1,0,1,3,1,0,4,1,2,2,1
4568,1,39.88,29.86,3.44,2.51,204.57,292.67,2017,4,2,8,31,17,0,7,1,1.0,24,72,30,7,1,1,0,1,2,1,1,4,1,2,2,3
4569,1,35.07,29.42,1.66,0.55,181.41,286.05,2017,4,3,3,31,17,0,8,1,2.0,19,72,30,7,1,1,0,1,2,1,1,4,1,2,2,3
4570,0,30.32,25.74,2.42,3.01,354.3,66.72,2017,4,2,10,34,17,1,6,0,1.0,75,72,25,7,1,1,0,2,3,2,2,1,0,1,3,1
4571,1,68.96,30.6,4.4,3.03,185.2,283.2,2017,4,2,14,34,24,0,8,1,1.0,54,72,30,7,1,1,1,1,2,1,1,4,1,2,2,3
4572,1,47.77,25.29,4.14,0.97,189.61,290.67,2017,4,1,10,34,24,0,8,1,1.0,33,72,30,7,1,1,0,1,2,1,1,4,1,2,2,3
4573,1,44.09,25.84,4.24,2.42,197.52,271.87,2017,4,2,6,34,24,0,7,1,1.0,29,72,30,7,1,1,0,1,2,1,1,4,1,2,2,3
4574,1,40.72,26.65,3.25,1.73,189.62,286.77,2017,4,3,3,34,24,0,7,1,1.0,26,72,30,7,1,1,0,1,2,1,1,4,1,2,2,3
4575,0,25.58,31.62,3.27,3.08,0.55,98.38,2017,1,2,15,0,0,0,8,0,2.0,80,72,24,8,1,1,1,1,2,0,2,4,1,1,2,2
4576,0,46.09,22.23,1.93,0.57,357.27,58.12,2017,1,1,10,0,0,0,7,0,2.0,59,72,24,8,1,1,0,1,2,0,2,4,0,1,3,1
4577,1,93.9,28.61,5.05,2.05,213.16,323.95,2017,1,1,10,0,0,0,7,1,1.0,79,70,23,8,1,1,0,2,2,1,2,4,0,1,2,2
4578,1,81.39,25.28,4.75,2.14,181.28,279.85,2017,1,2,10,0,0,0,6,1,1.0,68,70,23,8,1,1,0,2,3,1,2,3,0,1,2,1
4579,0,14.48,27.05,3.61,0.76,22.46,140.61,2017,1,1,10,0,0,0,7,0,1.0,91,72,24,8,1,1,0,1,2,1,2,4,0,1,2,2
4580,1,54.7,28.96,5.82,0.38,212.62,338.53,2017,1,1,10,0,0,0,6,1,2.0,40,70,23,8,1,1,0,2,2,1,2,4,0,1,2,2
4581,0,29.14,24.08,2.2,0.99,355.37,77.36,2017,1,2,10,7,0,1,8,0,1.0,75,72,24,8,1,1,0,1,2,0,2,4,1,1,2,2
4582,1,84.47,25.49,5.84,4.09,126.5,195.0,2017,1,2,7,7,0,0,8,1,2.0,69,70,23,8,1,1,0,2,2,2,2,3,0,1,2,1
4583,0,21.42,30.84,2.48,1.95,15.26,117.85,2017,1,1,10,7,0,1,7,0,1.0,84,72,24,8,1,1,0,1,2,0,2,4,0,1,3,1
4584,0,24.6,33.23,4.92,3.14,338.89,29.38,2017,1,2,6,7,0,1,8,0,2.0,80,72,24,8,1,1,0,1,2,1,2,4,0,1,2,3
4585,0,40.66,31.08,2.66,3.29,10.35,136.26,2017,1,2,14,7,0,1,6,0,2.0,63,72,24,8,1,1,0,1,2,0,2,4,0,1,3,1
4586,1,85.9,24.87,4.54,3.61,181.17,288.41,2017,1,1,10,7,0,0,7,1,1.0,72,70,23,8,1,1,1,2,2,1,2,4,0,1,2,2
4587,1,66.95,30.1,3.49,2.43,185.68,273.5,2017,1,1,10,7,0,0,7,1,1.0,53,70,23,8,1,1,0,2,3,1,2,3,0,1,2,2
4588,1,57.9,22.35,4.14,2.91,349.46,100.06,2017,2,2,4,7,0,0,6,0,2.0,47,72,26,8,1,1,1,2,2,1,2,4,0,1,2,2
4589,1,66.65,25.02,3.38,2.46,356.87,112.66,2017,2,1,10,7,0,0,7,0,1.0,38,72,26,8,1,1,0,2,2,2,2,3,0,1,2,2
4590,0,90.13,21.86,2.83,2.27,176.96,266.6,2017,2,1,10,10,0,1,7,1,1.0,75,72,24,8,1,1,0,1,2,0,2,4,1,1,2,2
4591,1,56.42,24.7,4.9,3.06,293.98,357.8,2017,2,1,10,10,0,0,8,0,1.0,49,70,23,8,1,1,0,2,2,2,2,3,0,1,2,1
4592,1,56.14,27.92,3.61,2.25,2.73,131.17,2017,2,2,9,10,0,0,8,0,2.0,48,70,23,8,1,1,1,2,2,2,2,3,0,1,2,2
4593,1,70.38,24.56,3.1,2.81,10.61,129.94,2017,2,1,10,10,0,0,8,0,0.0,35,72,26,8,1,1,0,2,2,1,2,4,0,1,2,1
4594,1,69.23,27.39,3.55,3.24,352.18,51.45,2017,2,3,11,10,0,0,6,0,1.0,36,72,26,8,1,1,0,2,3,2,1,3,0,1,2,1
4595,0,89.09,30.93,2.67,2.96,167.6,216.98,2017,2,1,10,13,0,1,7,1,1.0,73,72,24,8,1,1,0,1,2,0,2,4,0,1,3,1
4596,1,86.07,29.15,2.9,1.64,351.38,88.21,2017,2,2,10,13,0,0,7,0,1.0,20,72,26,8,1,1,0,2,2,1,2,4,0,1,2,2
4597,1,97.26,28.63,6.44,4.21,302.28,7.15,2017,2,1,5,13,0,0,9,0,1.0,5,70,23,8,1,1,0,2,1,2,2,4,0,1,2,2
4598,1,105.83,29.11,2.27,1.1,0.05,88.11,2017,2,2,1,13,0,0,10,0,0.0,1,72,26,8,1,1,0,3,0,2,4,4,0,1,1,2
4599,0,90.03,28.55,1.47,2.42,186.85,276.4,2017,2,1,10,20,0,1,7,1,1.0,75,72,24,8,1,1,0,1,4,0,1,4,0,1,2,1
4600,1,33.5,31.85,1.35,1.72,344.03,76.82,2017,2,1,10,20,0,0,5,0,1.0,71,70,23,8,1,1,0,2,3,1,2,3,0,1,2,1
4601,1,29.23,30.33,3.62,3.03,4.03,140.01,2017,2,2,15,20,0,0,6,0,1.0,76,72,26,8,1,1,0,2,3,1,2,3,0,1,2,1
4602,1,35.11,24.69,3.18,2.75,0.32,126.68,2017,2,3,9,20,0,0,6,0,1.0,70,72,26,8,1,1,0,2,3,2,1,3,0,1,2,1
4603,1,90.7,28.05,4.05,3.13,172.06,247.67,2017,3,1,10,20,0,0,7,1,1.0,77,70,23,8,1,1,1,2,2,1,2,4,0,1,2,2
4604,1,79.37,29.04,4.3,2.84,191.9,317.92,2017,3,1,10,20,0,0,8,1,1.0,65,70,23,8,1,1,0,2,2,1,2,4,0,1,2,2
4605,1,75.44,25.5,5.89,3.44,136.93,202.6,2017,3,2,5,20,0,0,8,1,2.0,60,72,26,8,1,1,1,2,2,1,2,4,0,1,2,1
4606,1,66.92,23.05,3.09,1.76,186.56,323.76,2017,3,1,10,20,0,0,8,1,1.0,53,72,26,8,1,1,0,2,2,1,2,4,0,1,2,1
4607,0,13.45,22.21,2.0,2.08,14.47,96.01,2017,3,1,10,20,0,1,8,0,2.0,91,72,24,8,1,1,0,1,2,0,2,4,1,1,2,2
4608,1,67.63,25.51,5.22,3.29,157.59,200.44,2017,3,1,10,20,0,0,7,1,1.0,51,70,23,8,1,1,0,2,2,2,2,3,0,1,2,2
4609,1,65.51,25.1,2.81,1.01,170.63,286.57,2017,3,2,10,20,0,0,6,1,1.0,51,70,23,8,1,1,0,3,3,2,2,2,0,1,2,1
4610,1,50.33,27.54,3.29,2.8,150.3,200.29,2017,3,1,10,20,0,0,8,1,1.0,36,72,26,8,1,1,0,3,2,2,2,3,0,1,2,1
4611,1,48.8,20.07,5.39,3.38,140.24,221.07,2017,3,3,8,20,0,0,6,1,1.0,34,72,26,8,1,1,0,3,3,1,2,3,0,1,2,1
4612,0,39.94,28.07,2.23,1.74,358.03,9.85,2017,3,2,10,20,0,1,8,0,1.0,64,72,24,8,1,1,0,1,2,0,1,4,1,1,3,1
4613,1,100.76,25.49,5.77,4.31,143.63,190.55,2017,3,1,10,20,0,0,7,1,0.0,84,70,23,8,1,1,1,2,2,2,2,3,0,1,2,3
4614,1,79.61,24.86,3.58,2.38,183.7,279.33,2017,3,1,10,20,0,0,7,1,1.0,65,70,23,8,1,1,0,2,2,2,2,3,0,1,2,2
4615,1,78.75,27.46,4.26,2.14,183.81,343.92,2017,3,2,7,20,0,0,7,1,1.0,62,72,26,8,1,1,0,2,2,2,2,3,0,1,2,2
4616,0,43.94,30.53,3.52,1.86,11.56,121.73,2017,3,3,1,20,0,1,6,0,1.0,62,72,24,8,1,1,1,1,2,0,2,4,0,1,3,1
4617,1,66.46,32.72,3.26,0.9,328.09,39.85,2017,4,1,10,26,0,0,8,0,2.0,38,70,23,8,1,1,0,3,1,2,2,4,0,1,2,1
4618,1,68.7,33.11,4.97,4.01,322.44,13.14,2017,4,3,6,26,0,0,6,0,1.0,34,70,23,8,1,1,1,2,3,1,2,3,0,1,2,1
4619,1,80.75,28.35,4.1,3.13,356.23,113.79,2017,4,1,10,26,0,0,8,0,1.0,24,72,26,8,1,1,0,3,2,2,2,3,0,1,2,1
4620,1,84.38,22.28,4.32,2.95,348.46,99.18,2017,4,2,7,26,0,0,8,0,1.0,21,72,26,8,1,1,1,3,2,2,2,3,0,1,2,1
4621,1,93.42,28.18,3.96,2.67,4.62,114.03,2017,4,1,10,26,0,0,7,0,2.0,12,72,26,8,1,1,0,3,1,2,2,4,0,1,2,1
4622,1,101.78,21.71,0.07,0.0,118.51,273.94,2017,4,2,3,26,0,0,8,0,1.0,5,72,26,8,1,1,0,3,2,2,2,3,0,1,2,1
4623,0,89.68,30.82,2.46,1.93,172.4,229.77,2017,4,1,10,33,0,1,6,1,1.0,75,73,23,8,1,1,0,1,3,0,1,3,1,1,3,1
4624,0,90.12,32.03,4.9,4.25,214.25,334.38,2017,4,1,10,40,0,1,6,1,2.0,75,73,23,8,1,1,0,1,3,1,1,4,0,1,2,1
4625,0,72.99,31.76,3.38,2.81,191.26,295.66,2017,4,1,10,40,0,1,6,1,1.0,58,73,23,8,1,1,0,1,3,1,1,4,0,1,2,1
4626,0,66.92,26.95,4.29,2.95,159.87,204.75,2017,4,2,4,40,0,1,7,1,1.0,52,73,23,8,1,1,1,1,3,0,2,4,0,1,2,1
4627,0,54.89,20.93,3.9,2.51,155.51,224.67,2017,4,1,10,40,0,1,7,1,1.0,40,73,23,8,1,1,0,1,3,0,2,4,0,1,2,1
4628,0,50.45,25.92,4.06,2.55,214.86,338.3,2017,4,2,6,40,0,1,6,1,2.0,36,73,23,8,1,1,0,1,3,0,2,4,0,1,2,1
4629,0,90.11,29.31,4.34,2.5,195.65,291.64,2017,1,1,10,0,0,0,7,1,1.0,75,75,27,8,1,1,0,0,2,1,2,4,0,3,2,2
4630,0,76.82,30.98,4.47,1.88,242.96,348.41,2017,1,1,10,0,0,0,6,1,2.0,62,75,27,8,1,1,0,0,3,1,2,4,0,3,1,1
4631,1,79.76,29.86,3.57,2.2,5.45,134.32,2017,1,1,10,0,0,0,6,0,1.0,26,71,24,8,1,1,1,0,3,2,2,2,0,2,2,1
4632,0,89.33,25.76,3.6,2.05,139.74,211.94,2017,1,1,10,6,0,1,6,1,1.0,75,75,27,8,1,1,0,0,3,1,2,4,0,3,1,1
4633,0,87.77,25.73,4.32,3.13,228.84,315.85,2017,1,2,9,6,0,1,6,1,1.0,74,75,27,8,1,1,0,0,3,1,2,4,0,3,1,1
4634,0,51.87,19.65,5.1,1.69,137.54,202.4,2017,1,2,11,6,0,1,7,1,2.0,36,69,25,8,1,1,0,0,2,0,2,5,0,3,2,2
