,PlayId,isHomeTeam,X,Y,S,A,Orientation,Dir,Season,Quarter,PossessionTeamAbbrCode,Down,Distance,HomeScoreBeforePlay,VisitorScoreBeforePlay,IsPossTeamInLead,DefendersInTheBox,isPlayDirectionLeft,TimeSnapDiff,YardsToTouchdown,PlayerHeightInches,PlayerWeight,Age,PlayerCollegeNameCode,HomeTeamAbbrCode,VisitorTeamAbbrCode,Week,StadiumTypeCode,TurfCode,isFirstDown,Centers,Cornerbacks,DefensiveEnds,DefensiveTackles,LineBackers,NoseTackles,OffensiveGuards,Safeties,TightEnds,DistanceBins
8211,20171203134026,1,27.4,25.86,3.79,2.57,310.39,27.53,2017,4,28,3,8,24,10,0,8,0,1.0,78,69,221,24,38,28,26,13,1,2,0,2,3,2,2,2,0,2,2,1,2
8212,20171204000074,0,24.6,28.81,3.32,1.41,350.0,64.95,2017,1,27,1,15,0,0,0,7,0,1.0,80,73,225,25,101,7,27,13,1,2,0,1,2,2,2,3,0,3,2,1,3
8213,20171204000119,0,49.8,30.9,3.82,2.64,12.29,86.52,2017,1,27,1,10,0,0,0,8,0,1.0,55,73,225,25,101,7,27,13,1,2,0,1,2,2,2,3,0,3,2,1,2
8214,20171204000328,0,29.85,24.14,3.08,1.04,7.13,125.64,2017,1,27,1,10,3,0,1,6,0,1.0,75,73,225,25,101,7,27,13,1,2,0,1,3,2,2,2,0,3,2,1,2
8215,20171204000872,0,74.47,26.99,4.75,2.2,159.7,243.73,2017,2,27,1,10,10,0,1,6,1,1.0,60,73,225,25,101,7,27,13,1,2,0,1,3,2,2,2,0,3,2,2,2
8216,20171204001200,0,96.54,24.34,2.59,1.29,148.4,217.59,2017,2,27,2,10,10,0,1,6,1,1.0,82,73,225,25,101,7,27,13,1,2,0,1,3,2,2,2,0,3,2,1,2
8217,20171204001250,0,84.49,28.83,2.56,1.47,240.03,310.59,2017,2,27,1,10,10,0,1,6,1,2.0,70,73,225,25,101,7,27,13,1,2,0,1,4,3,1,2,0,3,1,1,2
8218,20171204001280,0,80.66,28.52,2.13,1.99,207.48,285.57,2017,2,27,2,6,10,0,1,6,1,1.0,66,73,225,25,101,7,27,13,1,2,0,1,3,2,2,2,0,3,2,1,2
8219,20171204002143,0,92.64,28.13,5.43,1.01,231.21,332.87,2017,3,27,1,10,17,3,1,6,1,2.0,78,73,225,25,101,7,27,13,1,2,1,1,3,2,2,2,0,3,2,2,2
8220,20171204002164,0,76.84,33.94,4.93,1.78,219.6,330.73,2017,3,27,1,10,17,3,1,6,1,2.0,62,73,225,25,101,7,27,13,1,2,0,1,3,2,2,2,0,3,2,2,2
8221,20171204002185,0,76.32,33.6,5.48,3.25,237.45,329.06,2017,3,27,2,9,17,3,1,6,1,2.0,61,73,225,25,101,7,27,13,1,2,0,1,3,2,2,2,0,3,2,2,2
8222,20171204002230,0,59.18,30.5,3.06,2.18,166.78,244.56,2017,3,27,1,10,17,3,1,6,1,1.0,45,73,225,25,101,7,27,13,1,2,0,1,4,2,2,2,0,3,1,1,2
8223,20171204002696,0,99.25,33.18,2.99,3.6,182.14,345.82,2017,3,27,1,10,20,10,1,6,1,1.0,84,73,233,22,47,7,27,13,1,2,1,1,3,2,2,2,0,3,2,1,2
8224,20171204002733,0,73.74,31.19,3.12,2.68,189.96,270.18,2017,3,27,1,10,20,10,1,6,1,2.0,59,73,233,22,47,7,27,13,1,2,0,1,3,2,2,2,0,3,2,2,2
8225,20171204002754,0,68.68,28.32,5.37,1.27,245.82,333.13,2017,3,27,2,5,20,10,1,6,1,1.0,54,73,233,22,47,7,27,13,1,2,0,1,3,2,2,2,0,3,2,2,1
8226,20171204003076,0,12.04,28.94,3.69,3.32,329.93,20.16,2017,4,27,1,10,20,10,1,6,0,1.0,93,73,225,25,101,7,27,13,1,2,0,1,4,2,2,2,0,3,1,1,2
8227,20171204003193,0,42.68,28.35,4.58,2.76,19.0,120.44,2017,4,27,4,1,20,10,1,7,0,1.0,64,73,225,25,101,7,27,13,1,2,1,1,4,2,2,2,0,3,1,1,1
8228,20171204003532,0,25.65,26.59,4.13,1.8,350.06,62.63,2017,4,27,1,10,20,13,1,6,0,1.0,80,73,225,25,101,7,27,13,1,2,0,1,4,2,2,2,0,3,1,2,2
8229,20171204003972,0,45.26,28.06,1.62,1.27,350.01,49.65,2017,4,27,1,10,20,20,0,6,0,1.0,59,73,225,25,101,7,27,13,1,2,0,1,4,2,2,2,0,3,1,1,2
8230,20171204003993,0,56.05,30.43,3.36,2.5,37.19,145.95,2017,4,27,2,1,20,20,0,7,0,1.0,50,73,225,25,101,7,27,13,1,2,1,1,4,2,2,2,0,3,1,1,1
8231,20171204004079,0,81.37,24.76,2.4,1.45,42.61,149.63,2017,4,27,1,10,20,20,0,7,0,1.0,24,73,225,25,101,7,27,13,1,2,0,1,4,3,1,2,0,3,1,1,2
8232,20171204004158,0,80.64,25.51,5.36,1.92,52.75,152.48,2017,4,27,3,10,20,20,0,7,0,1.0,24,73,225,25,101,7,27,13,1,2,0,1,3,2,2,3,0,3,1,1,2
8233,20171207000059,0,84.88,24.7,4.22,3.42,198.27,296.84,2017,1,22,1,10,0,0,0,7,1,2.0,70,69,215,27,37,2,22,14,3,2,0,1,2,2,1,3,1,2,2,1,2
8234,20171207000109,0,55.22,32.06,2.97,1.15,231.64,316.74,2017,1,22,1,10,0,0,0,7,1,1.0,40,70,215,22,0,2,22,14,3,2,0,1,2,2,1,3,1,2,2,1,2
8235,20171207000219,0,26.54,24.41,3.42,1.91,185.1,267.39,2017,1,22,1,10,0,0,0,8,1,2.0,12,69,215,27,37,2,22,14,3,2,0,1,2,1,1,3,1,2,3,1,2
8236,20171207000320,1,28.88,27.5,4.9,3.95,55.01,131.4,2017,1,2,1,10,0,3,1,7,0,1.0,75,68,206,25,57,2,22,14,3,2,0,1,2,1,3,3,0,2,2,1,2
8237,20171207000409,1,47.29,22.6,3.58,2.7,22.69,110.06,2017,1,2,1,10,0,3,1,7,0,1.0,57,68,206,25,57,2,22,14,3,2,0,1,2,1,3,3,0,2,2,2,2
8238,20171207000430,1,50.98,26.29,3.65,2.15,345.58,31.24,2017,1,2,2,5,0,3,1,8,0,1.0,52,68,206,25,57,2,22,14,3,2,0,1,2,1,3,3,0,2,2,2,1
8239,20171207000480,1,89.16,32.45,4.48,3.32,320.05,33.66,2017,1,2,1,10,0,3,1,7,0,1.0,15,73,210,24,92,2,22,14,3,2,0,1,3,2,3,1,0,2,2,1,2
8240,20171207000504,1,94.12,32.77,5.31,3.46,316.01,31.94,2017,1,2,2,5,0,3,1,6,0,2.0,10,68,206,25,57,2,22,14,3,2,0,1,3,2,3,1,0,2,2,1,1
8241,20171207000599,0,108.19,24.82,3.54,2.54,197.87,294.81,2017,1,22,1,10,3,3,0,8,1,1.0,93,69,215,27,37,2,22,14,3,2,0,1,2,1,1,3,1,2,3,2,2
8242,20171207000704,0,74.02,21.91,3.91,2.45,174.53,248.55,2017,1,22,2,10,3,3,0,8,1,1.0,59,69,215,27,37,2,22,14,3,2,0,1,2,1,1,3,1,2,3,1,2
8243,20171207000806,1,23.02,32.14,4.05,3.25,331.35,37.6,2017,1,2,2,10,3,3,0,8,0,2.0,81,73,210,24,92,2,22,14,3,2,0,1,2,1,3,3,0,2,2,1,2
8244,20171207000868,0,89.6,32.37,4.28,2.69,236.96,318.08,2017,1,22,1,10,3,3,0,8,1,1.0,74,69,215,27,37,2,22,14,3,2,0,1,2,2,2,3,0,2,2,1,2
8245,20171207000964,0,56.57,32.79,4.46,2.17,318.89,39.55,2017,2,22,1,10,3,3,0,8,0,1.0,48,69,215,27,37,2,22,14,3,2,0,1,2,2,1,3,1,3,2,2,2
8246,20171207000987,0,58.18,31.16,3.44,2.18,5.68,66.04,2017,2,22,2,8,3,3,0,8,0,2.0,46,69,215,27,37,2,22,14,3,2,0,1,2,2,1,3,1,2,2,1,2
8247,20171207001147,1,68.74,26.26,4.28,2.33,234.11,323.15,2017,2,2,2,10,3,3,0,8,1,2.0,53,68,206,25,57,2,22,14,3,2,0,1,2,2,2,3,0,2,2,1,2
8248,20171207001201,1,56.05,26.55,4.88,4.09,143.83,194.53,2017,2,2,1,10,3,3,0,7,1,1.0,39,68,206,25,57,2,22,14,3,2,0,1,2,1,3,3,0,2,2,2,2
8249,20171207001234,1,45.49,21.77,2.27,1.89,177.44,301.06,2017,2,2,2,2,3,3,0,7,1,1.0,31,68,206,25,57,2,22,14,3,2,0,1,3,1,3,2,0,2,2,1,1
8250,20171207001255,1,43.98,25.64,2.11,1.94,180.3,270.0,2017,2,2,3,1,3,3,0,8,1,1.0,30,68,206,25,57,2,22,14,3,2,1,1,2,2,3,1,0,2,3,2,1
8251,20171207001395,1,31.94,26.28,4.94,3.85,153.54,194.24,2017,2,2,1,10,3,3,0,6,1,1.0,15,68,206,25,57,2,22,14,3,2,0,1,3,2,3,1,0,2,2,1,2
8252,20171207001440,1,16.46,26.87,3.31,1.77,178.22,259.11,2017,2,2,1,1,3,3,0,11,1,1.0,1,68,206,25,57,2,22,14,3,2,0,1,0,2,4,2,1,2,3,2,1
8253,20171207001501,1,17.05,22.04,4.68,3.7,147.4,214.91,2017,2,2,3,1,3,3,0,11,1,1.0,1,68,206,25,57,2,22,14,3,2,1,1,0,2,4,2,0,2,3,2,1
8254,20171207001602,0,51.23,29.28,3.24,3.03,5.93,124.52,2017,2,22,1,10,10,3,1,8,0,1.0,53,69,215,27,37,2,22,14,3,2,1,1,2,1,1,3,1,2,3,1,2
8255,20171207001763,1,82.31,22.02,3.19,3.04,229.07,330.66,2017,2,2,1,10,10,10,0,6,1,1.0,68,73,210,24,92,2,22,14,3,2,0,1,3,2,2,2,0,2,2,1,2
8256,20171207001808,1,75.22,24.15,3.13,2.65,206.06,277.8,2017,2,2,3,1,10,10,0,7,1,1.0,59,73,210,24,92,2,22,14,3,2,1,1,3,2,2,2,0,2,2,1,1
8257,20171207002106,0,96.21,31.05,3.59,2.77,341.37,63.73,2017,3,22,2,8,10,10,0,7,0,2.0,8,69,215,27,37,2,22,14,3,2,0,1,3,2,1,2,1,2,2,1,2
8258,20171207002183,1,90.4,20.06,4.91,3.22,134.58,227.12,2017,3,2,1,10,10,17,1,6,1,1.0,75,68,206,25,57,2,22,14,3,2,0,1,3,1,3,2,0,2,2,1,2
8259,20171207002252,1,55.6,20.15,5.37,3.88,120.7,229.13,2017,3,2,1,10,10,17,1,6,1,2.0,40,68,206,25,57,2,22,14,3,2,0,1,3,1,3,2,0,2,2,0,2
8260,20171207002273,1,47.89,26.62,5.24,3.91,231.92,327.94,2017,3,2,2,2,10,17,1,8,1,2.0,32,68,206,25,57,2,22,14,3,2,1,1,2,1,3,3,0,2,2,1,1
8261,20171207002299,1,28.23,26.98,4.59,3.25,161.97,242.41,2017,3,2,1,10,10,17,1,8,1,2.0,13,68,206,25,57,2,22,14,3,2,0,1,2,1,3,3,0,2,2,1,2
8262,20171207002368,0,9.62,26.73,4.34,2.39,326.29,42.67,2017,3,22,1,10,10,17,0,8,0,2.0,95,69,215,27,37,2,22,14,3,2,0,1,2,2,1,3,1,2,2,2,2
8263,20171207002550,1,69.64,26.68,4.35,2.29,152.34,214.19,2017,3,2,1,10,10,17,1,7,1,2.0,54,73,210,24,92,2,22,14,3,2,0,1,2,1,3,3,0,2,2,1,2
8264,20171207002762,1,84.51,26.8,5.31,3.66,239.85,322.58,2017,3,2,1,10,10,17,1,8,1,2.0,69,68,206,25,57,2,22,14,3,2,0,1,2,1,3,3,0,2,2,1,2
8265,20171207002783,1,78.73,32.46,4.8,3.06,230.86,325.46,2017,3,2,2,4,10,17,1,7,1,2.0,63,68,206,25,57,2,22,14,3,2,0,1,3,1,3,2,0,2,2,1,1
8266,20171207002877,1,67.12,26.11,5.17,3.98,166.82,198.47,2017,3,2,1,10,10,17,1,7,1,1.0,50,68,206,25,57,2,22,14,3,2,0,1,2,2,2,3,0,2,2,2,2
8267,20171207002915,1,60.93,28.97,3.31,2.88,26.65,121.56,2017,4,2,2,3,10,17,1,8,0,1.0,43,73,210,24,92,2,22,14,3,2,1,1,2,2,2,3,0,2,2,2,1
8268,20171207003006,1,61.06,26.11,4.25,3.16,334.68,39.24,2017,4,2,1,10,10,17,1,8,0,2.0,43,73,210,24,92,2,22,14,3,2,0,1,2,1,3,3,0,2,2,1,2
8269,20171207003027,1,70.75,25.04,3.75,2.66,10.35,107.57,2017,4,2,2,1,10,17,1,7,0,2.0,34,68,206,25,57,2,22,14,3,2,1,1,2,1,3,3,0,2,2,1,1
8270,20171207003048,1,70.27,26.77,4.72,3.95,333.58,15.89,2017,4,2,1,10,10,17,1,7,0,1.0,33,68,206,25,57,2,22,14,3,2,0,1,2,1,3,2,0,2,3,2,2
8271,20171207003098,1,90.6,31.69,3.95,2.65,1.85,61.41,2017,4,2,1,10,10,17,1,7,0,1.0,14,68,206,25,57,2,22,14,3,2,0,1,3,2,3,1,0,2,2,2,2
8272,20171207003233,0,84.73,33.94,5.52,3.55,224.16,349.44,2017,4,22,1,10,17,17,0,6,1,2.0,68,69,215,27,37,2,22,14,3,2,0,1,3,3,1,2,0,2,2,1,2
8273,20171207003352,1,54.28,31.98,4.11,2.76,337.66,37.93,2017,4,2,1,10,17,17,0,7,0,1.0,50,73,210,24,92,2,22,14,3,2,0,1,3,1,3,2,0,2,2,0,2
8274,20171207003378,1,60.9,28.57,1.93,0.59,29.1,113.34,2017,4,2,2,4,17,17,0,7,0,2.0,44,73,210,24,92,2,22,14,3,2,0,1,2,1,3,2,0,2,3,2,1
8275,20171207003424,1,70.78,27.19,4.27,2.5,56.26,143.62,2017,4,2,1,10,17,17,0,8,0,2.0,33,68,206,25,57,2,22,14,3,2,0,1,2,2,2,3,0,2,2,1,2
8276,20171207003639,0,39.56,24.68,2.88,2.44,178.04,273.71,2017,4,22,2,1,20,17,1,7,1,1.0,24,69,215,27,37,2,22,14,3,2,0,1,3,1,1,3,1,2,2,1,1
8277,20171207003874,1,24.33,28.49,3.73,2.07,357.62,60.15,2017,4,2,1,10,20,17,0,8,0,1.0,80,68,206,25,57,2,22,14,3,2,0,1,2,2,3,1,0,2,3,2,2
8278,20171207003912,1,27.48,32.42,4.64,3.14,339.64,44.9,2017,4,2,2,7,20,17,0,7,0,2.0,77,68,206,25,57,2,22,14,3,2,0,1,2,1,3,3,0,2,2,1,2
8279,20171210000058,1,81.94,24.44,3.23,2.63,175.69,242.62,2017,1,4,1,10,0,0,0,8,1,2.0,67,71,210,29,47,4,14,14,1,2,0,1,2,1,3,3,0,2,2,1,2
8280,20171210000105,1,80.43,21.61,3.26,1.95,175.63,203.6,2017,1,4,3,8,0,0,0,6,1,1.0,65,71,210,29,47,4,14,14,1,2,1,1,3,1,1,3,0,2,3,1,2
8281,20171210000126,1,69.87,22.03,3.69,2.15,175.96,234.75,2017,1,4,1,10,0,0,0,8,1,1.0,55,71,210,29,47,4,14,14,1,2,0,1,2,1,3,3,0,2,2,1,2
8282,20171210000147,1,70.37,26.88,3.69,2.18,191.36,299.01,2017,1,4,2,11,0,0,0,7,1,2.0,56,71,210,29,47,4,14,14,1,2,0,1,3,1,2,3,0,2,2,1,3
8283,20171210000189,1,59.21,23.33,3.21,2.21,206.02,332.52,2017,1,4,1,10,0,0,0,7,1,2.0,45,73,210,28,157,4,14,14,1,2,0,1,2,1,3,3,0,2,2,2,2
8284,20171210000338,0,45.45,25.02,3.54,2.18,355.07,84.76,2017,1,14,1,10,0,0,0,7,0,2.0,62,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8285,20171210000359,0,48.3,22.29,2.48,1.75,3.04,116.51,2017,1,14,2,6,0,0,0,6,0,2.0,58,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,1,2
8286,20171210000380,0,50.47,22.08,5.26,0.85,14.77,117.81,2017,1,14,3,4,0,0,0,6,0,1.0,56,69,212,34,1,4,14,14,1,2,1,1,3,2,2,2,0,1,2,1,1
8287,20171210000401,0,56.31,22.18,3.79,1.27,4.15,104.47,2017,1,14,1,10,0,0,0,8,0,1.0,50,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8288,20171210000422,0,58.22,26.24,4.03,1.5,337.58,74.43,2017,1,14,2,8,0,0,0,8,0,2.0,48,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8289,20171210000443,0,62.0,26.76,3.7,1.61,353.47,109.28,2017,1,14,3,4,0,0,0,7,0,2.0,44,69,212,34,1,4,14,14,1,2,0,1,3,2,2,2,0,1,2,1,1
8290,20171210000464,0,63.12,23.96,4.32,2.88,15.46,124.09,2017,1,14,4,3,0,0,0,7,0,1.0,43,69,212,34,1,4,14,14,1,2,1,1,3,2,2,2,0,1,2,1,1
8291,20171210000485,0,68.45,28.59,4.72,1.32,347.89,57.93,2017,1,14,1,10,0,0,0,7,0,2.0,38,72,210,21,177,4,14,14,1,2,1,1,2,2,2,3,0,1,2,2,2
8292,20171210000506,0,87.82,26.87,4.25,1.1,45.81,148.74,2017,1,14,1,10,0,0,0,8,0,1.0,18,72,210,21,177,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8293,20171210000527,0,86.38,22.45,4.74,2.45,8.83,114.4,2017,1,14,2,13,0,0,0,7,0,2.0,21,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,1,3
8294,20171210000548,0,93.93,21.71,4.29,0.76,8.01,136.89,2017,1,14,3,6,0,0,0,7,0,1.0,14,69,212,34,1,4,14,14,1,2,0,1,3,2,2,2,0,1,2,1,2
8295,20171210000589,1,90.37,21.43,4.72,1.32,154.95,246.37,2017,1,4,1,10,0,0,0,7,1,2.0,77,71,210,29,47,4,14,14,1,2,0,1,2,0,3,4,0,2,2,2,2
8296,20171210000610,1,85.09,22.42,4.49,2.15,168.56,260.91,2017,1,4,2,5,0,0,0,8,1,1.0,72,71,210,29,47,4,14,14,1,2,0,1,2,0,3,4,0,2,2,2,1
8297,20171210000631,1,81.61,27.02,5.0,0.46,181.79,316.33,2017,1,4,3,1,0,0,0,8,1,1.0,68,71,210,29,47,4,14,14,1,2,1,1,2,0,3,4,0,2,2,1,1
8298,20171210000685,1,41.43,27.36,4.91,1.75,34.75,143.37,2017,2,4,1,10,0,0,0,6,0,2.0,66,71,210,29,47,4,14,14,1,2,0,1,2,1,3,3,0,2,2,2,2
8299,20171210000706,1,46.42,21.38,3.5,3.84,347.19,90.56,2017,2,4,2,3,0,0,0,8,0,1.0,59,71,210,29,47,4,14,14,1,2,0,1,2,1,3,3,0,2,2,2,1
8300,20171210000767,0,98.79,22.57,3.03,1.13,160.71,268.24,2017,2,14,1,10,0,0,0,9,1,1.0,85,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,2,2,2,2
8301,20171210000788,0,98.9,21.25,4.08,1.68,148.99,241.51,2017,2,14,2,10,0,0,0,7,1,2.0,85,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8302,20171210000809,0,95.38,20.75,3.22,2.54,148.74,251.81,2017,2,14,3,6,0,0,0,7,1,2.0,81,69,212,34,1,4,14,14,1,2,0,1,3,2,2,2,0,1,2,1,2
8303,20171210000849,1,50.93,25.73,3.65,2.09,1.43,80.06,2017,2,4,1,10,0,0,0,7,0,1.0,55,71,210,29,47,4,14,14,1,2,0,1,2,1,3,3,0,2,2,1,2
8304,20171210000875,1,57.09,21.61,4.63,2.59,6.45,117.86,2017,2,4,2,5,0,0,0,7,0,2.0,50,71,210,29,47,4,14,14,1,2,1,1,2,1,3,3,0,2,2,2,1
8305,20171210000990,0,74.66,31.27,3.91,1.41,177.52,279.58,2017,2,14,1,10,0,0,0,7,1,2.0,62,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8306,20171210001011,0,66.98,27.79,3.8,0.3,154.46,240.47,2017,2,14,2,1,0,0,0,8,1,2.0,53,69,212,34,1,4,14,14,1,2,1,1,2,2,2,3,0,1,2,2,1
8307,20171210001032,0,64.75,22.79,2.83,0.82,179.54,272.54,2017,2,14,1,10,0,0,0,7,1,2.0,51,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8308,20171210001081,0,50.94,33.66,3.83,1.39,217.17,316.48,2017,2,14,1,10,0,0,0,7,1,1.0,37,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8309,20171210001102,0,51.35,31.81,3.29,1.37,186.4,280.52,2017,2,14,2,10,0,0,0,7,1,1.0,37,72,210,21,177,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8310,20171210001123,0,50.51,27.24,4.81,2.88,143.43,205.49,2017,2,14,3,10,0,0,0,7,1,1.0,37,72,210,21,177,4,14,14,1,2,0,1,3,2,2,2,0,1,2,1,2
8311,20171210001205,1,8.77,24.81,4.37,2.34,342.21,73.79,2017,2,4,2,9,0,0,0,8,0,1.0,97,71,210,29,47,4,14,14,1,2,0,1,1,0,4,3,0,2,3,2,2
8312,20171210001321,0,69.51,20.89,4.26,1.61,142.46,229.38,2017,2,14,2,20,0,0,0,7,1,1.0,55,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,4
8313,20171210001371,0,64.32,21.59,4.63,2.55,163.58,239.79,2017,2,14,3,16,0,0,0,7,1,1.0,51,69,212,34,1,4,14,14,1,2,0,1,3,2,2,2,0,1,2,1,3
8314,20171210001430,1,26.11,25.1,4.17,0.85,347.94,75.45,2017,2,4,1,10,0,0,0,7,0,1.0,80,71,210,29,47,4,14,14,1,2,0,1,3,1,3,3,0,2,1,1,2
8315,20171210001468,1,25.9,19.13,5.69,1.77,352.79,155.44,2017,2,4,2,10,0,0,0,7,0,2.0,80,71,210,29,47,4,14,14,1,2,1,1,3,1,3,3,0,2,1,1,2
8316,20171210001494,1,48.11,26.89,5.12,2.41,322.59,47.91,2017,2,4,1,10,0,0,0,7,0,2.0,57,71,210,29,47,4,14,14,1,2,1,1,3,1,3,3,0,2,1,1,2
8317,20171210001746,0,45.82,24.93,4.03,2.34,355.17,61.99,2017,3,14,1,10,7,0,1,8,0,1.0,60,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,3,2
8318,20171210001767,0,48.9,32.94,3.57,1.23,330.87,58.53,2017,3,14,2,7,7,0,1,7,0,2.0,57,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8319,20171210001788,0,50.94,33.36,3.24,1.69,333.66,59.14,2017,3,14,3,5,7,0,1,7,0,1.0,55,69,212,34,1,4,14,14,1,2,0,1,3,2,2,2,0,1,2,1,1
8320,20171210001828,1,107.37,25.33,4.46,1.53,206.77,305.89,2017,3,4,1,10,7,0,0,8,1,2.0,92,71,210,29,47,4,14,14,1,2,0,1,2,1,3,3,0,2,2,1,2
8321,20171210001849,1,107.71,31.17,3.78,2.04,176.3,301.02,2017,3,4,2,11,7,0,0,7,1,2.0,93,71,210,29,47,4,14,14,1,2,0,1,2,1,3,3,0,2,2,2,3
8322,20171210001908,1,95.87,19.57,5.2,2.99,139.79,206.83,2017,3,4,1,10,7,0,0,8,1,2.0,80,73,210,28,157,4,14,14,1,2,0,1,2,1,3,3,0,2,2,2,2
8323,20171210001957,1,89.18,26.59,4.84,0.71,203.49,325.83,2017,3,4,3,4,7,0,0,8,1,2.0,74,71,210,29,47,4,14,14,1,2,0,1,1,0,4,3,0,2,3,1,1
8324,20171210002026,0,35.72,20.57,4.29,2.68,15.19,123.49,2017,3,14,2,5,7,0,1,7,0,1.0,70,69,212,34,1,4,14,14,1,2,1,1,2,2,2,3,0,1,2,2,1
8325,20171210002079,0,44.28,26.02,3.9,2.01,330.19,45.95,2017,3,14,2,9,7,0,1,7,0,2.0,62,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8326,20171210002145,1,91.96,24.74,3.94,2.57,177.21,279.07,2017,3,4,1,10,7,0,0,8,1,1.0,77,71,210,29,47,4,14,14,1,2,0,1,2,0,3,4,0,2,2,2,2
8327,20171210002187,1,87.83,34.16,5.26,0.73,214.38,322.21,2017,3,4,3,6,7,0,0,7,1,2.0,73,71,210,29,47,4,14,14,1,2,0,1,3,1,3,2,0,2,2,1,2
8328,20171210002268,0,43.51,20.99,4.43,2.93,32.56,133.76,2017,3,14,2,10,7,0,1,7,0,2.0,62,72,210,21,177,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8329,20171210002396,0,61.18,25.5,4.55,3.15,319.24,48.28,2017,3,14,1,10,7,0,1,5,0,1.0,49,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,3,2
8330,20171210002445,0,67.78,21.13,2.74,0.72,6.61,118.13,2017,3,14,3,3,7,0,1,4,0,1.0,42,69,212,34,1,4,14,14,1,2,1,1,2,2,2,3,0,1,2,2,1
8331,20171210002493,0,71.77,27.46,4.51,2.77,24.55,129.47,2017,3,14,2,10,7,0,1,5,0,1.0,38,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8332,20171210002616,1,35.38,28.94,3.35,2.09,355.01,100.62,2017,4,4,1,10,7,0,0,8,0,1.0,70,71,210,29,47,4,14,14,1,2,0,1,2,1,3,3,0,2,2,2,2
8333,20171210002637,1,35.91,28.19,3.81,2.16,349.5,101.82,2017,4,4,2,9,7,0,0,7,0,1.0,69,71,210,29,47,4,14,14,1,2,0,1,2,1,3,3,0,2,2,1,2
8334,20171210002658,1,39.73,26.94,5.22,3.33,86.21,157.17,2017,4,4,3,5,7,0,0,7,0,1.0,65,71,210,29,47,4,14,14,1,2,1,1,3,1,3,2,0,2,2,1,1
8335,20171210002684,1,44.79,19.93,5.06,3.39,28.31,149.78,2017,4,4,1,10,7,0,0,7,0,1.0,60,73,210,28,157,4,14,14,1,2,0,1,3,1,3,2,0,2,2,1,2
8336,20171210002731,1,46.5,26.83,2.96,2.46,337.81,51.98,2017,4,4,3,9,7,0,0,7,0,2.0,59,71,210,29,47,4,14,14,1,2,0,1,3,1,3,2,0,2,2,1,2
8337,20171210002826,0,91.88,21.26,3.29,0.88,144.85,230.04,2017,4,14,2,10,7,0,1,7,1,2.0,77,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8338,20171210002851,0,88.92,22.6,3.04,2.48,159.27,235.86,2017,4,14,3,8,7,0,1,7,1,1.0,75,69,212,34,1,4,14,14,1,2,1,1,3,2,2,2,0,1,2,1,2
8339,20171210002900,0,81.5,25.47,3.97,1.94,223.41,320.95,2017,4,14,2,10,7,0,1,7,1,1.0,66,72,210,21,177,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8340,20171210002968,0,75.1,32.21,3.41,1.3,189.46,297.11,2017,4,14,2,15,7,0,1,7,1,2.0,61,69,212,34,1,4,14,14,1,2,0,1,3,2,2,2,0,1,2,1,3
8341,20171210003062,0,53.74,32.7,3.74,1.72,199.18,306.99,2017,4,14,1,10,7,0,1,7,1,2.0,40,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8342,20171210003083,0,52.43,27.94,4.06,1.87,148.09,227.91,2017,4,14,2,8,7,0,1,7,1,2.0,38,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8343,20171210003156,0,41.8,27.43,4.07,1.83,150.17,213.1,2017,4,14,1,10,7,0,1,7,1,1.0,28,69,212,34,1,4,14,14,1,2,0,1,2,2,2,3,0,1,2,2,2
8344,20171210003222,0,38.87,25.14,3.69,2.48,199.75,301.33,2017,4,14,1,10,7,0,1,6,1,1.0,24,69,212,34,1,4,14,14,1,2,1,1,3,2,2,2,0,1,2,1,2
